method,estimate,flow,cq,runid
rating,10.74773695800324,storm,broken_dilution,95
composite,10.432583974230832,storm,broken_dilution,95
truth,14.897078726339632,storm,broken_dilution,95
pw,13.546588991642958,unaltered,broken_dilution,95
beale,12.467728645286403,unaltered,broken_dilution,95
rating,10.221994681666407,unaltered,broken_dilution,95
composite,10.258410922778369,unaltered,broken_dilution,95
truth,11.47284432073728,unaltered,broken_dilution,95
pw,4.7210787697497825,base,enrich,95
beale,5.287343835347159,base,enrich,95
rating,8.011210851872058,base,enrich,95
composite,8.179086482612322,base,enrich,95
truth,8.004207734695362,base,enrich,95
pw,3.8967064642097693,storm,enrich,95
beale,8.636844235267402,storm,enrich,95
rating,47.180908988115014,storm,enrich,95
composite,49.83264273946747,storm,enrich,95
truth,57.718066671369556,storm,enrich,95
pw,4.7261497925710145,unaltered,enrich,95
beale,5.668176593810361,unaltered,enrich,95
rating,10.642571515824566,unaltered,enrich,95
composite,10.933845940614045,unaltered,enrich,95
truth,10.667887135456093,unaltered,enrich,95
pw,13.217825212992402,base,none,95
beale,13.208738298730813,base,none,95
rating,12.598210040112699,base,none,95
composite,12.653004666401037,base,none,95
truth,13.303040392544917,base,none,95
pw,12.606445839132453,storm,none,95
beale,12.537850566497506,storm,none,95
rating,11.307593654848977,storm,none,95
composite,10.883904451119086,storm,none,95
truth,13.184193345424617,storm,none,95
pw,13.11410836249419,unaltered,none,95
beale,13.101317907186203,unaltered,none,95
rating,12.400080673727256,unaltered,none,95
composite,12.390304533035433,unaltered,none,95
truth,13.27576044332683,unaltered,none,95
pw,13.31478363565859,base,chemostatic,95
beale,13.263140984965446,base,chemostatic,95
rating,13.268731054733054,base,chemostatic,95
composite,13.300628786014975,base,chemostatic,95
truth,13.303040392544917,base,chemostatic,95
pw,13.307521375885427,storm,chemostatic,95
beale,13.037024587440584,storm,chemostatic,95
rating,13.122028610845485,storm,chemostatic,95
composite,13.172211718454745,storm,chemostatic,95
truth,13.259271752229598,storm,chemostatic,95
pw,13.303317692600661,unaltered,chemostatic,95
beale,13.23313969182314,unaltered,chemostatic,95
rating,13.241496313645744,unaltered,chemostatic,95
composite,13.275320249179542,unaltered,chemostatic,95
truth,13.296379293577766,unaltered,chemostatic,95
pw,12.801531420929768,base,broken_dilution,94
beale,12.174676107218268,base,broken_dilution,94
rating,10.661096044182301,base,broken_dilution,94
composite,10.7042297041232,base,broken_dilution,94
truth,10.660121598278428,base,broken_dilution,94
pw,31.92224517074892,storm,broken_dilution,94
beale,22.026548319253124,storm,broken_dilution,94
rating,11.239233750621105,storm,broken_dilution,94
composite,11.15901441337724,storm,broken_dilution,94
truth,15.070384018697593,storm,broken_dilution,94
pw,14.060574961251891,unaltered,broken_dilution,94
beale,13.14086546135313,unaltered,broken_dilution,94
rating,10.785625572564587,unaltered,broken_dilution,94
composite,11.040383790049937,unaltered,broken_dilution,94
truth,11.48034520677138,unaltered,broken_dilution,94
pw,4.442259207969413,base,enrich,94
beale,4.903280219829009,base,enrich,94
rating,7.096745168582348,base,enrich,94
composite,7.246096822860679,base,enrich,94
truth,7.9806770990757725,base,enrich,94
pw,3.536731318165372,storm,enrich,94
beale,7.532145974091321,storm,enrich,94
rating,34.91626252086963,storm,enrich,94
composite,37.15538263295087,storm,enrich,94
truth,57.2994680413962,storm,enrich,94
pw,4.4017741722289845,unaltered,enrich,94
beale,5.157286851401649,unaltered,enrich,94
rating,8.350676168374406,unaltered,enrich,94
composite,8.709830703866823,unaltered,enrich,94
truth,10.624968434491839,unaltered,enrich,94
pw,14.157243324350645,base,none,94
beale,14.681249194528995,base,none,94
rating,14.73663750332082,base,none,94
composite,14.858653661274397,base,none,94
truth,13.307823749961003,base,none,94
pw,14.265875894074526,storm,none,94
beale,16.259030371412578,storm,none,94
rating,16.514587785734328,storm,none,94
composite,16.243939469185523,storm,none,94
truth,13.349386731753475,storm,none,94
pw,14.188728782443167,unaltered,none,94
beale,14.891887284690966,unaltered,none,94
rating,15.047258662112707,unaltered,none,94
composite,15.094577475996351,unaltered,none,94
truth,13.350550025240963,unaltered,none,94
pw,13.325732078216582,base,chemostatic,94
beale,13.322005573097538,base,chemostatic,94
rating,13.338320441441786,base,chemostatic,94
composite,13.407743263406237,base,chemostatic,94
truth,13.307823749961003,base,chemostatic,94
pw,13.226816978033163,storm,chemostatic,94
beale,13.236579047905021,storm,chemostatic,94
rating,13.31381413986746,storm,chemostatic,94
composite,13.324132772219796,storm,chemostatic,94
truth,13.261887299899184,storm,chemostatic,94
pw,13.307650550956293,unaltered,chemostatic,94
beale,13.308909110730491,unaltered,chemostatic,94
rating,13.328689361715298,unaltered,chemostatic,94
composite,13.397534120889732,unaltered,chemostatic,94
truth,13.300178752460528,unaltered,chemostatic,94
pw,12.71900711790813,base,broken_dilution,93
beale,12.024842622385156,base,broken_dilution,93
rating,10.434605096990222,base,broken_dilution,93
composite,10.49621430606944,base,broken_dilution,93
truth,10.659240767065915,base,broken_dilution,93
pw,33.01101636354711,storm,broken_dilution,93
beale,21.254377941599934,storm,broken_dilution,93
rating,10.954209586525355,storm,broken_dilution,93
composite,11.672080535962094,storm,broken_dilution,93
truth,15.251105532821562,storm,broken_dilution,93
pw,13.839618621617348,unaltered,broken_dilution,93
beale,12.643841972551083,unaltered,broken_dilution,93
rating,10.45921292309949,unaltered,broken_dilution,93
composite,10.592678099525141,unaltered,broken_dilution,93
truth,11.52791836449516,unaltered,broken_dilution,93
pw,4.4159184397044315,base,enrich,93
beale,4.962529258042384,base,enrich,93
rating,7.464996020395051,base,enrich,93
composite,7.694997791268043,base,enrich,93
truth,8.004740885950556,base,enrich,93
pw,3.6811876625940645,storm,enrich,93
beale,8.153351805165165,storm,enrich,93
rating,42.56202428396538,storm,enrich,93
composite,45.99019112802306,storm,enrich,93
truth,57.52391312471412,storm,enrich,93
pw,4.415013533633563,unaltered,enrich,93
beale,5.305092442249203,unaltered,enrich,93
rating,9.614962632128199,unaltered,enrich,93
composite,10.032508124027212,unaltered,enrich,93
truth,10.662504304579207,unaltered,enrich,93
pw,12.786730812056664,base,none,93
beale,12.373044065670133,base,none,93
rating,11.010776241682992,base,none,93
composite,11.642783935729131,base,none,93
truth,13.310606953986584,base,none,93
pw,11.991066463791995,storm,none,93
beale,10.31508981881359,storm,none,93
rating,8.445465230760309,storm,none,93
composite,8.823348466989321,storm,none,93
truth,13.189132063285019,storm,none,93
pw,12.642288854048044,unaltered,none,93
beale,12.113941242507023,unaltered,none,93
rating,10.586060253207977,unaltered,none,93
composite,11.20999628966633,unaltered,none,93
truth,13.290347587868956,unaltered,none,93
pw,13.36849895225245,base,chemostatic,93
beale,13.323522882859558,base,chemostatic,93
rating,13.367291724345002,base,chemostatic,93
composite,13.513610941202872,base,chemostatic,93
truth,13.310606953986584,base,chemostatic,93
pw,13.531464559294347,storm,chemostatic,93
beale,13.352660773693117,storm,chemostatic,93
rating,13.413547443498702,storm,chemostatic,93
composite,13.751956624510179,storm,chemostatic,93
truth,13.265093438334235,storm,chemostatic,93
pw,13.382486349931186,unaltered,chemostatic,93
beale,13.32487820925694,unaltered,chemostatic,93
rating,13.373261779116703,unaltered,chemostatic,93
composite,13.547169245268526,unaltered,chemostatic,93
truth,13.303341475492227,unaltered,chemostatic,93
pw,12.744814247973697,base,broken_dilution,92
beale,11.978475430152894,base,broken_dilution,92
rating,10.420479505627632,base,broken_dilution,92
composite,10.501478723677609,base,broken_dilution,92
truth,10.681441261465539,base,broken_dilution,92
pw,32.95141840261345,storm,broken_dilution,92
beale,21.500800588221836,storm,broken_dilution,92
rating,10.998748838512688,storm,broken_dilution,92
composite,11.388884446263036,storm,broken_dilution,92
truth,15.173272681576929,storm,broken_dilution,92
pw,13.904659771471128,unaltered,broken_dilution,92
beale,12.711279968877303,unaltered,broken_dilution,92
rating,10.476227389762796,unaltered,broken_dilution,92
composite,10.603111277751811,unaltered,broken_dilution,92
truth,11.633247711393317,unaltered,broken_dilution,92
pw,4.653607405081665,base,enrich,92
beale,5.151864183475692,base,enrich,92
rating,7.941394432274979,base,enrich,92
composite,8.109344121564527,base,enrich,92
truth,7.9945307723713315,base,enrich,92
pw,3.851266636567991,storm,enrich,92
beale,8.131555216419601,storm,enrich,92
rating,46.146146592468675,storm,enrich,92
composite,48.767084232834534,storm,enrich,92
truth,57.61384882936353,storm,enrich,92
pw,4.667546444313634,unaltered,enrich,92
beale,5.495108608529798,unaltered,enrich,92
rating,10.355304085619537,unaltered,enrich,92
composite,10.66972781734706,unaltered,enrich,92
truth,10.647165135602279,unaltered,enrich,92
pw,13.044941141063077,base,none,92
beale,12.994515149647505,base,none,92
rating,12.189167608937858,base,none,92
composite,12.79510198236198,base,none,92
truth,13.317227690374912,base,none,92
pw,13.33278115129648,storm,none,92
beale,12.783106330287465,storm,none,92
rating,11.585280285932424,storm,none,92
composite,12.733393023020396,storm,none,92
truth,13.09699442004786,storm,none,92
pw,13.068061803250957,unaltered,none,92
beale,12.962620702920185,unaltered,none,92
rating,12.084228921329908,unaltered,none,92
composite,12.768218378764137,unaltered,none,92
truth,13.246998817226833,unaltered,none,92
pw,13.414208624424209,base,chemostatic,92
beale,13.406672136391547,base,chemostatic,92
rating,13.46047529597216,base,chemostatic,92
composite,13.56297459835701,base,chemostatic,92
truth,13.317227690374912,base,chemostatic,92
pw,13.461360495328405,storm,chemostatic,92
beale,13.482419254004421,storm,chemostatic,92
rating,13.493990485314743,storm,chemostatic,92
composite,13.67546686366582,storm,chemostatic,92
truth,13.267364121147734,storm,chemostatic,92
pw,13.417204589781337,unaltered,chemostatic,92
beale,13.411462212401233,unaltered,chemostatic,92
rating,13.465641231145202,unaltered,chemostatic,92
composite,13.584500032799705,unaltered,chemostatic,92
truth,13.309687519601496,unaltered,chemostatic,92
pw,12.325928826269038,base,broken_dilution,91
beale,11.607530324951336,base,broken_dilution,91
rating,10.122333390470459,base,broken_dilution,91
composite,10.189106006305547,base,broken_dilution,91
truth,10.675607702026282,base,broken_dilution,91
pw,31.160901172542406,storm,broken_dilution,91
beale,20.417765119821155,storm,broken_dilution,91
rating,10.576839171884941,storm,broken_dilution,91
composite,10.742759669847683,storm,broken_dilution,91
truth,15.346721678977122,storm,broken_dilution,91
pw,13.25798799840831,unaltered,broken_dilution,91
beale,12.184262327653695,unaltered,broken_dilution,91
rating,10.077945435720467,unaltered,broken_dilution,91
composite,10.17546673482802,unaltered,broken_dilution,91
truth,11.798600632733391,unaltered,broken_dilution,91
pw,4.664256247676908,base,enrich,91
beale,5.254405544601554,base,enrich,91
rating,8.06615019856356,base,enrich,91
composite,8.223919517762045,base,enrich,91
truth,7.982187307924233,base,enrich,91
pw,3.850651090624482,storm,enrich,91
beale,8.636157479406428,storm,enrich,91
rating,44.24049087614956,storm,enrich,91
composite,47.20899305025089,storm,enrich,91
truth,57.135000049359164,storm,enrich,91
pw,4.690031690955876,unaltered,enrich,91
beale,5.639703909612211,unaltered,enrich,91
rating,10.144371486963193,unaltered,enrich,91
composite,10.492873269159325,unaltered,enrich,91
truth,10.621142978899405,unaltered,enrich,91
pw,13.992648992340065,base,none,91
beale,14.06649881608263,base,none,91
rating,13.376257324947623,base,none,91
composite,13.854233585605856,base,none,91
truth,13.31394958998911,base,none,91
pw,13.939126230597145,storm,none,91
beale,14.297067160982504,storm,none,91
rating,12.870273061329334,storm,none,91
composite,13.328992767038471,storm,none,91
truth,13.240009432046387,storm,none,91
pw,13.970666241317124,unaltered,none,91
beale,14.07394390610567,unaltered,none,91
rating,13.300481225859652,unaltered,none,91
composite,13.772348148915247,unaltered,none,91
truth,13.25778377127913,unaltered,none,91
pw,13.203255176972233,base,chemostatic,91
beale,13.188112740865927,base,chemostatic,91
rating,13.239579477614168,base,chemostatic,91
composite,13.283911190266682,base,chemostatic,91
truth,13.31394958998911,base,chemostatic,91
pw,13.171762147837404,storm,chemostatic,91
beale,13.024420313604661,storm,chemostatic,91
rating,13.244068131174508,storm,chemostatic,91
composite,13.269730914487539,storm,chemostatic,91
truth,13.282923567346137,storm,chemostatic,91
pw,13.192802338342203,unaltered,chemostatic,91
beale,13.16639890128371,unaltered,chemostatic,91
rating,13.232979233679458,unaltered,chemostatic,91
composite,13.278273804700344,unaltered,chemostatic,91
truth,13.308293044519,unaltered,chemostatic,91
pw,12.543864939090799,base,broken_dilution,90
beale,11.869178846796299,base,broken_dilution,90
rating,10.306121956554113,base,broken_dilution,90
composite,10.343885200325834,base,broken_dilution,90
truth,10.652574411929885,base,broken_dilution,90
pw,31.952575256031842,storm,broken_dilution,90
beale,21.607855721097046,storm,broken_dilution,90
rating,10.96277730233106,storm,broken_dilution,90
composite,10.458418993930044,storm,broken_dilution,90
truth,15.025429825171749,storm,broken_dilution,90
pw,13.766096782640004,unaltered,broken_dilution,90
beale,12.70739287448444,unaltered,broken_dilution,90
rating,10.457951916377484,unaltered,broken_dilution,90
composite,10.46390412016505,unaltered,broken_dilution,90
truth,11.436647047288675,unaltered,broken_dilution,90
pw,4.6104221788635416,base,enrich,90
beale,5.180439186181383,base,enrich,90
rating,7.581123057732222,base,enrich,90
composite,7.759987634734163,base,enrich,90
truth,7.977765153131724,base,enrich,90
pw,3.860643670122672,storm,enrich,90
beale,8.584019717372245,storm,enrich,90
rating,44.11940702279274,storm,enrich,90
composite,46.076592615409574,storm,enrich,90
truth,57.22535756101852,storm,enrich,90
pw,4.606974474504279,unaltered,enrich,90
beale,5.544266626214672,unaltered,enrich,90
rating,9.961020772063973,unaltered,enrich,90
composite,10.24779724955623,unaltered,enrich,90
truth,10.62070748163184,unaltered,enrich,90
pw,12.983077335754897,base,none,90
beale,13.084666723907043,base,none,90
rating,12.763842985169017,base,none,90
composite,13.218576809305889,base,none,90
truth,13.31644386250323,base,none,90
pw,12.811644522420483,storm,none,90
beale,13.316422721781658,storm,none,90
rating,13.079386519807004,storm,none,90
composite,13.396790849214167,storm,none,90
truth,13.198096352086614,storm,none,90
pw,12.957143574854367,unaltered,none,90
beale,13.103657477901343,unaltered,none,90
rating,12.812769102926351,unaltered,none,90
composite,13.247517140968567,unaltered,none,90
truth,13.267789230776266,unaltered,none,90
pw,13.36895835634004,base,chemostatic,90
beale,13.332387240954864,base,chemostatic,90
rating,13.35839195683939,base,chemostatic,90
composite,13.405762176950224,base,chemostatic,90
truth,13.31644386250323,base,chemostatic,90
pw,13.39436356246623,storm,chemostatic,90
beale,13.228495301649572,storm,chemostatic,90
rating,13.304790121358328,storm,chemostatic,90
composite,13.38982424286022,storm,chemostatic,90
truth,13.289995067676763,storm,chemostatic,90
pw,13.363546783781857,unaltered,chemostatic,90
beale,13.315625654444124,unaltered,chemostatic,90
rating,13.344821223978188,unaltered,chemostatic,90
composite,13.398180740633599,unaltered,chemostatic,90
truth,13.311549776380945,unaltered,chemostatic,90
pw,12.590974569637996,base,broken_dilution,89
