method,estimate,flow,cq,runid
pw,13.947041755887094,base,none,98
beale,13.903972825907777,base,none,98
rating,14.997181714733937,base,none,98
composite,15.133818887868005,base,none,98
truth,13.3149855053693,base,none,98
pw,14.742503199840606,storm,none,98
beale,14.110970779851103,storm,none,98
rating,18.130844404463634,storm,none,98
composite,17.98513370777169,storm,none,98
truth,13.135176849265164,storm,none,98
pw,14.063233155681527,unaltered,none,98
beale,13.948635141901605,unaltered,none,98
rating,15.4773801526812,unaltered,none,98
composite,15.522320785907043,unaltered,none,98
truth,13.243584829408121,unaltered,none,98
pw,13.386584565792425,base,chemostatic,98
beale,13.392847657316533,base,chemostatic,98
rating,13.613292173299548,base,chemostatic,98
composite,13.715203084602962,base,chemostatic,98
truth,13.3149855053693,base,chemostatic,98
pw,13.409235393582058,storm,chemostatic,98
beale,13.419984348170203,storm,chemostatic,98
rating,14.010087655072523,storm,chemostatic,98
composite,14.08128197526665,storm,chemostatic,98
truth,13.265642429844872,storm,chemostatic,98
pw,13.389993466179835,unaltered,chemostatic,98
beale,13.396949075442036,unaltered,chemostatic,98
rating,13.676291517118718,unaltered,chemostatic,98
composite,13.777674002955417,unaltered,chemostatic,98
truth,13.308049905523898,unaltered,chemostatic,98
pw,25.491918830680106,base,broken_dilution,97
beale,25.50197548103649,base,broken_dilution,97
rating,25.528886601514813,base,broken_dilution,97
composite,25.57879432238669,base,broken_dilution,97
truth,23.654654519190867,base,broken_dilution,97
pw,25.617136622624344,storm,broken_dilution,97
beale,25.478889728873096,storm,broken_dilution,97
rating,25.60891625265601,storm,broken_dilution,97
composite,25.611780792406424,storm,broken_dilution,97
truth,19.21796116725673,storm,broken_dilution,97
pw,25.48580435132675,unaltered,broken_dilution,97
beale,25.489703058666013,unaltered,broken_dilution,97
rating,25.524641586819556,unaltered,broken_dilution,97
composite,25.55754187701583,unaltered,broken_dilution,97
truth,23.110782692347744,unaltered,broken_dilution,97
pw,121.3798823021327,base,enrich,97
beale,123.06810476605378,base,enrich,97
rating,139.01845717510702,base,enrich,97
composite,141.80284097592155,base,enrich,97
truth,139.93480312076255,base,enrich,97
pw,124.1812745393259,storm,enrich,97
beale,129.029828940419,storm,enrich,97
rating,169.95895647042224,storm,enrich,97
composite,175.67889597379482,storm,enrich,97
truth,180.13389260267675,storm,enrich,97
pw,122.08217655181843,unaltered,enrich,97
beale,124.0740422589677,unaltered,enrich,97
rating,144.52665946712352,unaltered,enrich,97
composite,147.84787402996724,unaltered,enrich,97
truth,145.53764655090177,unaltered,enrich,97
pw,12.498577468912229,base,none,97
beale,12.299516660696296,base,none,97
rating,11.252356246227647,base,none,97
composite,12.403712377310967,base,none,97
truth,13.309796451188307,base,none,97
pw,12.618527900186104,storm,none,97
beale,11.826078952728032,storm,none,97
rating,9.558210674162787,storm,none,97
composite,11.336441937269734,storm,none,97
truth,13.296285790286703,storm,none,97
pw,12.482225074548557,unaltered,none,97
beale,12.236868674039364,unaltered,none,97
rating,11.005532711580809,unaltered,none,97
composite,12.262630193256273,unaltered,none,97
truth,13.297501204222783,unaltered,none,97
pw,13.213463762609035,base,chemostatic,97
beale,13.171214974068052,base,chemostatic,97
rating,13.221864128430042,base,chemostatic,97
composite,13.3110106691728,base,chemostatic,97
truth,13.309796451188307,base,chemostatic,97
pw,13.190622928298652,storm,chemostatic,97
beale,13.03421545487567,storm,chemostatic,97
rating,13.061216440296706,storm,chemostatic,97
composite,13.218124808255306,storm,chemostatic,97
truth,13.25265109187966,storm,chemostatic,97
pw,13.205065178582855,unaltered,chemostatic,97
beale,13.150798910977981,unaltered,chemostatic,97
rating,13.200070704602014,unaltered,chemostatic,97
composite,13.304862000963212,unaltered,chemostatic,97
truth,13.30169270471064,unaltered,chemostatic,97
pw,25.449880432815895,base,broken_dilution,96
beale,25.451013414192065,base,broken_dilution,96
rating,25.222908911492176,base,broken_dilution,96
composite,25.22215784726585,base,broken_dilution,96
truth,23.653570805983755,base,broken_dilution,96
pw,25.19579916493105,storm,broken_dilution,96
beale,25.261616552506073,storm,broken_dilution,96
rating,24.59926937174529,storm,broken_dilution,96
composite,24.474501450402553,storm,broken_dilution,96
truth,19.21091074527154,storm,broken_dilution,96
pw,25.398713478743886,unaltered,broken_dilution,96
beale,25.411050053649298,unaltered,broken_dilution,96
rating,25.106606810678617,unaltered,broken_dilution,96
composite,25.101167000699686,unaltered,broken_dilution,96
truth,23.10915700101401,unaltered,broken_dilution,96
pw,119.18248304658394,base,enrich,96
beale,121.29429759150298,base,enrich,96
rating,138.18097461261834,base,enrich,96
composite,140.28247155769967,base,enrich,96
truth,139.88455375493166,base,enrich,96
pw,121.24571114071247,storm,enrich,96
beale,127.41813911649389,storm,enrich,96
rating,169.346400062218,storm,enrich,96
composite,172.74880680158228,storm,enrich,96
truth,180.3569380636478,storm,enrich,96
pw,119.77456754955661,unaltered,enrich,96
beale,122.32241328734995,unaltered,enrich,96
rating,143.74030849385318,unaltered,enrich,96
composite,146.08137482401867,unaltered,enrich,96
truth,145.51364069557044,unaltered,enrich,96
pw,12.496183517898624,base,none,96
beale,12.217852880468287,base,none,96
rating,12.03785756422064,base,none,96
composite,13.171291487470427,base,none,96
truth,13.306277490092635,base,none,96
pw,13.213983552589374,storm,none,96
beale,12.367438959074422,storm,none,96
rating,13.02171244224993,storm,none,96
composite,15.012646732816615,storm,none,96
truth,13.190398827136706,storm,none,96
pw,12.588807555774917,unaltered,none,96
beale,12.231647498348499,unaltered,none,96
rating,12.178926007793432,unaltered,none,96
composite,13.438138933155424,unaltered,none,96
truth,13.256267603761549,unaltered,none,96
pw,13.10892514802483,base,chemostatic,96
beale,13.144602320600695,base,chemostatic,96
rating,13.1378821265747,base,chemostatic,96
composite,13.168707606841384,base,chemostatic,96
truth,13.306277490092635,base,chemostatic,96
pw,13.024344733601732,storm,chemostatic,96
beale,13.117419927314895,storm,chemostatic,96
rating,13.062439899603968,storm,chemostatic,96
composite,13.023317687547632,storm,chemostatic,96
truth,13.261180396438544,storm,chemostatic,96
pw,13.090755722847689,unaltered,chemostatic,96
beale,13.134731343177148,unaltered,chemostatic,96
rating,13.119125210083011,unaltered,chemostatic,96
composite,13.145192554488624,unaltered,chemostatic,96
truth,13.29889508903197,unaltered,chemostatic,96
pw,25.852721154462873,base,broken_dilution,95
beale,25.793860273911395,base,broken_dilution,95
rating,25.32421702883466,base,broken_dilution,95
composite,25.538029181952457,base,broken_dilution,95
truth,23.650015007640206,base,broken_dilution,95
pw,25.67838659459425,storm,broken_dilution,95
beale,25.54311783903436,storm,broken_dilution,95
rating,24.268315197084117,storm,broken_dilution,95
composite,24.507360224872418,storm,broken_dilution,95
truth,19.212641691793824,storm,broken_dilution,95
pw,25.79397912339368,unaltered,broken_dilution,95
beale,25.736772056524885,unaltered,broken_dilution,95
rating,25.125081570442955,unaltered,broken_dilution,95
composite,25.354106054667078,unaltered,broken_dilution,95
truth,23.105476653613955,unaltered,broken_dilution,95
pw,122.28746363020056,base,enrich,95
beale,124.23865310276383,base,enrich,95
rating,141.86149897247495,base,enrich,95
composite,145.77732246489006,base,enrich,95
truth,140.05806342894135,base,enrich,95
pw,125.96501149546526,storm,enrich,95
beale,131.58641288957998,storm,enrich,95
rating,175.23713242351175,storm,enrich,95
composite,183.84627275010772,storm,enrich,95
truth,180.58626732310586,storm,enrich,95
pw,123.12992944393112,unaltered,enrich,95
beale,125.43259004365697,unaltered,enrich,95
rating,147.9223276242775,unaltered,enrich,95
composite,152.65216473934467,unaltered,enrich,95
truth,145.7050719551695,unaltered,enrich,95
pw,13.429431911712488,base,none,95
beale,13.595342241473395,base,none,95
rating,13.594270162826527,base,none,95
composite,14.366569115220232,base,none,95
truth,13.303785546656616,base,none,95
pw,13.319450810496491,storm,none,95
beale,13.87365256412575,storm,none,95
rating,14.704676122614703,storm,none,95
composite,15.626054927495614,storm,none,95
truth,13.180822201132065,storm,none,95
pw,13.408651463859854,unaltered,none,95
beale,13.628687617205378,unaltered,none,95
rating,13.757310841326493,unaltered,none,95
composite,14.567898316593546,unaltered,none,95
truth,13.26234910223881,unaltered,none,95
pw,13.081832424677696,base,chemostatic,95
beale,13.079330059066228,base,chemostatic,95
rating,13.124617236962628,base,chemostatic,95
composite,13.195658243228714,base,chemostatic,95
truth,13.303785546656616,base,chemostatic,95
pw,13.051426153320243,storm,chemostatic,95
beale,13.04179102061238,storm,chemostatic,95
rating,13.022687381972599,storm,chemostatic,95
composite,13.10365588816391,storm,chemostatic,95
truth,13.249810408125098,storm,chemostatic,95
pw,13.070733130361669,unaltered,chemostatic,95
beale,13.072632850612766,unaltered,chemostatic,95
rating,13.1157536689437,unaltered,chemostatic,95
composite,13.1899884205885,unaltered,chemostatic,95
truth,13.295352461370593,unaltered,chemostatic,95
pw,25.502051374862145,base,broken_dilution,94
beale,25.310654790233283,base,broken_dilution,94
rating,24.77870400163188,base,broken_dilution,94
composite,24.91722414362711,base,broken_dilution,94
truth,23.647379224825468,base,broken_dilution,94
pw,25.472242273192784,storm,broken_dilution,94
beale,24.937437864049418,storm,broken_dilution,94
rating,23.436092584290172,storm,broken_dilution,94
composite,23.763515133435398,storm,broken_dilution,94
truth,19.217850603518823,storm,broken_dilution,94
pw,25.464599057122342,unaltered,broken_dilution,94
beale,25.241561119971287,unaltered,broken_dilution,94
rating,24.547407529578845,unaltered,broken_dilution,94
composite,24.71882194943399,unaltered,broken_dilution,94
truth,23.1047418264111,unaltered,broken_dilution,94
pw,123.60403724062851,base,enrich,94
beale,125.83565076817054,base,enrich,94
rating,148.25148439148984,base,enrich,94
composite,150.34604557262577,base,enrich,94
truth,140.05498388577965,base,enrich,94
pw,126.63247314656662,storm,enrich,94
beale,133.4106854009685,storm,enrich,94
rating,188.00253987896033,storm,enrich,94
composite,191.20883924230807,storm,enrich,94
truth,180.54225335061804,storm,enrich,94
pw,124.43627122828754,unaltered,enrich,94
beale,127.12706666225517,unaltered,enrich,94
rating,155.5051078291163,unaltered,enrich,94
composite,157.77156937286077,unaltered,enrich,94
truth,145.6949259543612,unaltered,enrich,94
pw,13.017225513489382,base,none,94
beale,13.003184867717042,base,none,94
rating,12.221390296846955,base,none,94
composite,12.309049515170338,base,none,94
truth,13.314015782805784,base,none,94
pw,12.791490611525996,storm,none,94
beale,12.691539217511668,storm,none,94
rating,10.702014587158157,storm,none,94
composite,10.524450914570348,storm,none,94
truth,13.33314847410631,storm,none,94
pw,12.957098157270904,unaltered,none,94
beale,12.949537641521943,unaltered,none,94
rating,12.002983470825408,unaltered,none,94
composite,12.032436675678024,unaltered,none,94
truth,13.318738366432347,unaltered,none,94
pw,13.41874130685104,base,chemostatic,94
beale,13.365314354882594,base,chemostatic,94
rating,13.460960437779223,base,chemostatic,94
composite,13.607542070089062,base,chemostatic,94
truth,13.314015782805784,base,chemostatic,94
pw,13.557912512828485,storm,chemostatic,94
beale,13.347802614366788,storm,chemostatic,94
rating,13.60437108950031,storm,chemostatic,94
composite,13.940428211493787,storm,chemostatic,94
truth,13.286056213718712,storm,chemostatic,94
pw,13.429682714598812,unaltered,chemostatic,94
beale,13.359742290004307,unaltered,chemostatic,94
rating,13.47889882069137,unaltered,chemostatic,94
composite,13.653915882236344,unaltered,chemostatic,94
truth,13.308377715068595,unaltered,chemostatic,94
pw,25.43192158723966,base,broken_dilution,93
beale,25.36156904970445,base,broken_dilution,93
rating,25.26484809978954,base,broken_dilution,93
composite,25.397156407358278,base,broken_dilution,93
truth,23.661733422404538,base,broken_dilution,93
pw,25.439744486692746,storm,broken_dilution,93
beale,25.166613487643644,storm,broken_dilution,93
rating,24.76199306622756,storm,broken_dilution,93
composite,24.934177301112417,storm,broken_dilution,93
truth,19.230263111338097,storm,broken_dilution,93
pw,25.412986577181815,unaltered,broken_dilution,93
beale,25.32652754525101,unaltered,broken_dilution,93
rating,25.183434792599567,unaltered,broken_dilution,93
composite,25.324166006950097,unaltered,broken_dilution,93
truth,23.118917058725057,unaltered,broken_dilution,93
pw,121.90430528751155,base,enrich,93
beale,124.26550239617036,base,enrich,93
rating,144.24963479644995,base,enrich,93
composite,146.45849117730077,base,enrich,93
truth,139.95930004069942,base,enrich,93
pw,124.76081114503012,storm,enrich,93
beale,131.84403737140676,storm,enrich,93
rating,182.1155528182393,storm,enrich,93
composite,186.41700018731584,storm,enrich,93
truth,180.2652940070361,storm,enrich,93
pw,122.65237216608718,unaltered,enrich,93
beale,125.51007505569858,unaltered,enrich,93
rating,151.01143850402158,unaltered,enrich,93
composite,153.5639019820326,unaltered,enrich,93
truth,145.58026244876388,unaltered,enrich,93
pw,14.652833310343784,base,none,93
beale,14.582263144633481,base,none,93
rating,15.165915573878273,base,none,93
composite,15.675219144585784,base,none,93
truth,13.307679161700774,base,none,93
pw,14.657105500852763,storm,none,93
beale,14.462035591153755,storm,none,93
rating,16.542790197909138,storm,none,93
composite,17.29700470570558,storm,none,93
truth,13.313651704996953,storm,none,93
pw,14.650485553846647,unaltered,none,93
beale,14.566631876544946,unaltered,none,93
rating,15.367164344728572,unaltered,none,93
composite,15.922890684825912,unaltered,none,93
truth,13.328023782577189,unaltered,none,93
pw,13.258296127378516,base,chemostatic,93
beale,13.257455595597353,base,chemostatic,93
rating,13.19628325041048,base,chemostatic,93
composite,13.265972296649625,base,chemostatic,93
truth,13.307679161700774,base,chemostatic,93
pw,13.219172908877407,storm,chemostatic,93
beale,13.248524738508559,storm,chemostatic,93
rating,12.989011417854142,storm,chemostatic,93
composite,13.09896478577255,storm,chemostatic,93
truth,13.26310591004277,storm,chemostatic,93
pw,13.246122085179183,unaltered,chemostatic,93
beale,13.250167567807251,unaltered,chemostatic,93
rating,13.162086641110067,unaltered,chemostatic,93
composite,13.2439703589845,unaltered,chemostatic,93
truth,13.3003464123393,unaltered,chemostatic,93
pw,24.878242459287904,base,broken_dilution,92
beale,24.897540842590338,base,broken_dilution,92
rating,24.795181836448236,base,broken_dilution,92
composite,24.909165650997334,base,broken_dilution,92
truth,23.66879321531462,base,broken_dilution,92
pw,24.64303684502954,storm,broken_dilution,92
beale,24.828960224105316,storm,broken_dilution,92
rating,24.46071231165073,storm,broken_dilution,92
composite,24.47591990601775,storm,broken_dilution,92
truth,19.247860255938615,storm,broken_dilution,92
pw,24.8322629779817,unaltered,broken_dilution,92
beale,24.87312901353006,unaltered,broken_dilution,92
rating,24.727280679265235,unaltered,broken_dilution,92
composite,24.84218790684462,unaltered,broken_dilution,92
truth,23.127017136906364,unaltered,broken_dilution,92
pw,117.90956166215344,base,enrich,92
beale,119.94113496315819,base,enrich,92
rating,133.0401364214197,base,enrich,92
composite,134.7660854500687,base,enrich,92
truth,140.09303476860975,base,enrich,92
pw,118.8465664097681,storm,enrich,92
beale,124.85406553597602,storm,enrich,92
rating,157.3005330457448,storm,enrich,92
composite,160.29871838758487,storm,enrich,92
truth,180.75457520967342,storm,enrich,92
pw,118.2545451037103,unaltered,enrich,92
beale,120.76635774670564,unaltered,enrich,92
rating,137.3399071391009,unaltered,enrich,92
composite,139.32026430268866,unaltered,enrich,92
truth,145.74606747700673,unaltered,enrich,92
pw,13.56580923418194,base,none,92
beale,13.289952414067649,base,none,92
rating,13.463661578304839,base,none,92
composite,14.06808347764579,base,none,92
truth,13.310370457331132,base,none,92
pw,14.21663914093841,storm,none,92
beale,13.485230565499908,storm,none,92
rating,14.360741552337258,storm,none,92
composite,15.711541661588969,storm,none,92
truth,13.281455615730394,storm,none,92
pw,13.663211741800255,unaltered,none,92
beale,13.317569753007625,unaltered,none,92
rating,13.624095139385012,unaltered,none,92
composite,14.33269410288354,unaltered,none,92
truth,13.30055003606378,unaltered,none,92
pw,13.3023162355279,base,chemostatic,92
beale,13.234713498584695,base,chemostatic,92
rating,13.168134953929565,base,chemostatic,92
composite,13.202616851415614,base,chemostatic,92
truth,13.310370457331132,base,chemostatic,92
pw,13.33806759650387,storm,chemostatic,92
beale,13.105316871967691,storm,chemostatic,92
rating,12.90299853483834,storm,chemostatic,92
composite,13.005058367236705,storm,chemostatic,92
truth,13.260678337259764,storm,chemostatic,92
pw,13.2983246036969,unaltered,chemostatic,92
beale,13.213177696896494,unaltered,chemostatic,92
rating,13.12122804935048,unaltered,chemostatic,92
composite,13.166691820558434,unaltered,chemostatic,92
truth,13.302333386777931,unaltered,chemostatic,92
pw,25.30628487389613,base,broken_dilution,91
beale,25.364775689307596,base,broken_dilution,91
rating,25.504882814351966,base,broken_dilution,91
composite,25.530532510508863,base,broken_dilution,91
truth,23.658213798614224,base,broken_dilution,91
pw,25.067837228069152,storm,broken_dilution,91
beale,25.2762760011046,storm,broken_dilution,91
rating,25.359675014385132,storm,broken_dilution,91
composite,25.10759822601975,storm,broken_dilution,91
truth,19.232662475419815,storm,broken_dilution,91
pw,25.270027919675762,unaltered,broken_dilution,91
beale,25.34871485711006,unaltered,broken_dilution,91
rating,25.49682222364266,unaltered,broken_dilution,91
composite,25.490735704911078,unaltered,broken_dilution,91
truth,23.116043739233664,unaltered,broken_dilution,91
pw,117.41976896940581,base,enrich,91
beale,118.99333276822067,base,enrich,91
rating,136.10133631646656,base,enrich,91
composite,139.02512354461905,base,enrich,91
truth,140.00770336176814,base,enrich,91
pw,120.51470048842323,storm,enrich,91
beale,125.13880530935414,storm,enrich,91
rating,167.99870817281507,storm,enrich,91
composite,174.4711581377415,storm,enrich,91
truth,180.58550142646342,storm,enrich,91
pw,118.15955449267369,unaltered,enrich,91
beale,120.0344002071842,unaltered,enrich,91
rating,141.86993198052627,unaltered,enrich,91
composite,145.40935380391142,unaltered,enrich,91
truth,145.65361060487137,unaltered,enrich,91
pw,12.124220582919975,base,none,91
beale,12.173144169877,base,none,91
rating,11.234907797639355,base,none,91
composite,11.24751671989459,base,none,91
truth,13.312575857282203,base,none,91
pw,11.239799831454862,storm,none,91
beale,11.806357601658574,storm,none,91
rating,9.801346626147511,storm,none,91
composite,9.243485915628998,storm,none,91
truth,13.154970790354504,storm,none,91
pw,11.98026933515423,unaltered,none,91
beale,12.10125799765109,unaltered,none,91
rating,10.971342224395702,unaltered,none,91
composite,10.922277094227775,unaltered,none,91
truth,13.249494934443199,unaltered,none,91
pw,13.241845986985485,base,chemostatic,91
beale,13.26831405378751,base,chemostatic,91
rating,13.33636698559711,base,chemostatic,91
composite,13.422439439449002,base,chemostatic,91
truth,13.312575857282203,base,chemostatic,91
pw,13.186138124916836,storm,chemostatic,91
beale,13.213558101389618,storm,chemostatic,91
rating,13.31249931357201,storm,chemostatic,91
composite,13.427838864665647,storm,chemostatic,91
truth,13.288856821992455,storm,chemostatic,91
pw,13.226526088906397,unaltered,chemostatic,91
beale,13.25838277092443,unaltered,chemostatic,91
rating,13.33357158764335,unaltered,chemostatic,91
composite,13.428155668597164,unaltered,chemostatic,91
truth,13.307561694863075,unaltered,chemostatic,91
pw,24.97743802107786,base,broken_dilution,90
beale,24.860632650461593,base,broken_dilution,90
rating,24.333262063176427,base,broken_dilution,90
composite,24.43413829666108,base,broken_dilution,90
truth,23.651717533558582,base,broken_dilution,90
pw,24.87487067373722,storm,broken_dilution,90
beale,24.498306234133693,storm,broken_dilution,90
rating,23.073620613679154,storm,broken_dilution,90
composite,23.234296547956948,storm,broken_dilution,90
truth,19.221654406735013,storm,broken_dilution,90
pw,24.93287763649502,unaltered,broken_dilution,90
beale,24.791370759560976,unaltered,broken_dilution,90
rating,24.107944067282556,unaltered,broken_dilution,90
composite,24.226306605235326,unaltered,broken_dilution,90
truth,23.108634941420746,unaltered,broken_dilution,90
pw,117.05985734704376,base,enrich,90
beale,119.97546041534652,base,enrich,90
rating,139.3219587719692,base,enrich,90
composite,141.1135725276692,base,enrich,90
truth,139.86597474931722,base,enrich,90
pw,118.51575407162656,storm,enrich,90
beale,127.17715782845075,storm,enrich,90
rating,176.65825697071188,storm,enrich,90
composite,179.20496257611688,storm,enrich,90
truth,180.11338009605603,storm,enrich,90
pw,117.59757519814741,unaltered,enrich,90
beale,121.15081556564621,unaltered,enrich,90
rating,145.906575249402,unaltered,enrich,90
composite,147.88878810767372,unaltered,enrich,90
truth,145.47680546876018,unaltered,enrich,90
pw,13.198416279466896,base,none,90
beale,13.020654754260574,base,none,90
rating,12.904107289675597,base,none,90
composite,13.152231815801608,base,none,90
truth,13.315203998314464,base,none,90
pw,13.99985249022032,storm,none,90
beale,13.088024246449482,storm,none,90
rating,13.770063927676341,storm,none,90
composite,13.321179088390558,storm,none,90
truth,13.159348757840025,storm,none,90
pw,13.309716133889486,unaltered,none,90
beale,13.038070740230856,unaltered,none,90
rating,13.066498473863225,unaltered,none,90
composite,13.133431065441881,unaltered,none,90
truth,13.269906567928064,unaltered,none,90
pw,13.450303221923244,base,chemostatic,90
beale,13.422827158520915,base,chemostatic,90
rating,13.489425600823248,base,chemostatic,90
composite,13.597778729048478,base,chemostatic,90
truth,13.315203998314464,base,chemostatic,90
pw,13.503933304324507,storm,chemostatic,90
beale,13.431355794223641,storm,chemostatic,90
rating,13.494583205011649,storm,chemostatic,90
composite,13.623473961428974,storm,chemostatic,90
truth,13.283087685195229,storm,chemostatic,90
pw,13.450804621983673,unaltered,chemostatic,90
beale,13.421305005817459,unaltered,chemostatic,90
rating,13.494952867153897,unaltered,chemostatic,90
composite,13.6062139507405,unaltered,chemostatic,90
truth,13.309549837742123,unaltered,chemostatic,90
pw,25.10775366246739,base,broken_dilution,89
