method,estimate,flow,cq,runid
beale,25.57452871123549,unaltered,broken_dilution,75
rating,25.557426789508945,unaltered,broken_dilution,75
composite,25.604756975787087,unaltered,broken_dilution,75
truth,23.094447635849953,unaltered,broken_dilution,75
pw,120.75491431801775,base,enrich,75
beale,123.70837600456969,base,enrich,75
rating,134.72029743686412,base,enrich,75
composite,136.1176457541953,base,enrich,75
truth,135.30631960130972,base,enrich,75
pw,126.55589180919772,storm,enrich,75
beale,143.5075705835936,storm,enrich,75
rating,178.73687237547853,storm,enrich,75
composite,180.89327908802852,storm,enrich,75
truth,180.61972099586035,storm,enrich,75
pw,122.98613308743589,unaltered,enrich,75
beale,128.4085474165875,unaltered,enrich,75
rating,146.24585969681868,unaltered,enrich,75
composite,147.77748587950427,unaltered,enrich,75
truth,145.69730431418708,unaltered,enrich,75
pw,12.92533577338492,base,none,75
beale,12.898869138737245,base,none,75
rating,11.97274655011736,base,none,75
composite,12.826540189288998,base,none,75
truth,13.321623421805498,base,none,75
pw,13.228806551308121,storm,none,75
beale,12.888678631693299,storm,none,75
rating,10.770757585944953,storm,none,75
composite,12.25126926520831,storm,none,75
truth,13.199390201571731,storm,none,75
pw,12.914546256980517,unaltered,none,75
beale,12.854927552949627,unaltered,none,75
rating,11.667001446132897,unaltered,none,75
composite,12.624427460053415,unaltered,none,75
truth,13.270891748800516,unaltered,none,75
pw,13.210493152810917,base,chemostatic,75
beale,13.241212841955862,base,chemostatic,75
rating,13.273416753855745,base,chemostatic,75
composite,13.34466160271159,base,chemostatic,75
truth,13.321623421805498,base,chemostatic,75
pw,13.13394393713091,storm,chemostatic,75
beale,13.32630952086767,storm,chemostatic,75
rating,13.296974966352886,storm,chemostatic,75
composite,13.293855676552711,storm,chemostatic,75
truth,13.283812855400521,storm,chemostatic,75
pw,13.192240531101874,unaltered,chemostatic,75
beale,13.253650631285652,unaltered,chemostatic,75
rating,13.282525036678447,unaltered,chemostatic,75
composite,13.343092554925258,unaltered,chemostatic,75
truth,13.310185555884281,unaltered,chemostatic,75
pw,25.17329985966691,base,broken_dilution,74
beale,25.168083519777817,base,broken_dilution,74
rating,25.153067556655145,base,broken_dilution,74
composite,25.15187263617583,base,broken_dilution,74
truth,24.080359475303474,base,broken_dilution,74
pw,25.1176888926019,storm,broken_dilution,74
beale,24.97924877710412,storm,broken_dilution,74
rating,24.8791317230641,storm,broken_dilution,74
composite,24.86603812723135,storm,broken_dilution,74
truth,19.22998963970032,storm,broken_dilution,74
pw,25.130659843173174,unaltered,broken_dilution,74
beale,25.10748610865818,unaltered,broken_dilution,74
rating,25.067440929761457,unaltered,broken_dilution,74
composite,25.053943443504192,unaltered,broken_dilution,74
truth,23.107324497354803,unaltered,broken_dilution,74
pw,120.07360297251077,base,enrich,74
beale,122.9559212466268,base,enrich,74
rating,133.19189599639944,base,enrich,74
composite,134.29655971173742,base,enrich,74
truth,135.28584907359817,base,enrich,74
pw,124.9954617088488,storm,enrich,74
beale,141.52144022998382,storm,enrich,74
rating,172.55536784536395,storm,enrich,74
composite,174.46446600398238,storm,enrich,74
truth,180.47902188144562,storm,enrich,74
pw,122.06508397847546,unaltered,enrich,74
beale,127.3214017305676,unaltered,enrich,74
rating,143.52051887766282,unaltered,enrich,74
composite,144.78303473472454,unaltered,enrich,74
truth,145.6593007589815,unaltered,enrich,74
pw,14.09288702060998,base,none,74
beale,13.989871111916633,base,none,74
rating,13.582556686779931,base,none,74
composite,14.012780074756645,base,none,74
truth,13.315516521832079,base,none,74
pw,13.706766618419502,storm,none,74
beale,13.351962030089613,storm,none,74
rating,12.351603857852153,storm,none,74
composite,12.700289085101879,storm,none,74
truth,13.30490209432461,storm,none,74
pw,13.996073568018058,unaltered,none,74
beale,13.83836443788033,unaltered,none,74
rating,13.292799802526309,unaltered,none,74
composite,13.729945252655186,unaltered,none,74
truth,13.316846780806822,unaltered,none,74
pw,13.306802343265945,base,chemostatic,74
beale,13.287574768862553,base,chemostatic,74
rating,13.313559340320896,base,chemostatic,74
composite,13.387430999564046,base,chemostatic,74
truth,13.315516521832079,base,chemostatic,74
pw,13.317471443345669,storm,chemostatic,74
beale,13.23778748151295,storm,chemostatic,74
rating,13.314024201902424,storm,chemostatic,74
composite,13.409230224148061,storm,chemostatic,74
truth,13.282927728729497,storm,chemostatic,74
pw,13.301480671171177,unaltered,chemostatic,74
beale,13.27617729732378,unaltered,chemostatic,74
rating,13.30972340618442,unaltered,chemostatic,74
composite,13.389630630310062,unaltered,chemostatic,74
truth,13.305089221959646,unaltered,chemostatic,74
pw,24.999268022471746,base,broken_dilution,73
beale,24.98689483059383,base,broken_dilution,73
rating,24.929125288655417,base,broken_dilution,73
composite,24.978476652684375,base,broken_dilution,73
truth,24.082246554652308,base,broken_dilution,73
pw,24.909886406429077,storm,broken_dilution,73
beale,24.796233522351013,storm,broken_dilution,73
rating,24.501890084852242,storm,broken_dilution,73
composite,24.50666660100798,storm,broken_dilution,73
truth,19.23239759058451,storm,broken_dilution,73
pw,24.949007386653452,unaltered,broken_dilution,73
beale,24.925350132261038,unaltered,broken_dilution,73
rating,24.809475858344594,unaltered,broken_dilution,73
composite,24.847573175331537,unaltered,broken_dilution,73
truth,23.1095969246524,unaltered,broken_dilution,73
pw,120.043632568804,base,enrich,73
beale,123.17366840369617,base,enrich,73
rating,134.0711501137713,base,enrich,73
composite,135.1596788266115,base,enrich,73
truth,135.2259250272618,base,enrich,73
pw,126.90433740286697,storm,enrich,73
beale,143.17482403058,storm,enrich,73
rating,176.51066003310873,storm,enrich,73
composite,179.33055912566726,storm,enrich,73
truth,180.29465973423052,storm,enrich,73
pw,122.37720465415933,unaltered,enrich,73
beale,127.83546475673681,unaltered,enrich,73
rating,145.12815888207956,unaltered,enrich,73
composite,146.4843742618128,unaltered,enrich,73
truth,145.587374954413,unaltered,enrich,73
pw,13.568744867789874,base,none,73
beale,13.44658842527287,base,none,73
rating,13.14882357558071,base,none,73
composite,13.412438577413186,base,none,73
truth,13.312063195600969,base,none,73
pw,13.637207383087247,storm,none,73
beale,12.537913288707207,storm,none,73
rating,13.119419643607165,storm,none,73
composite,13.259214611022033,storm,none,73
truth,13.36590601062712,storm,none,73
pw,13.561725124965973,unaltered,none,73
beale,13.27634705100436,unaltered,none,73
rating,13.110719025427024,unaltered,none,73
composite,13.340758448670444,unaltered,none,73
truth,13.323339861406803,unaltered,none,73
pw,13.171594965808085,base,chemostatic,73
beale,13.160473177526288,base,chemostatic,73
rating,13.103163548721977,base,chemostatic,73
composite,13.136905871635225,base,chemostatic,73
truth,13.312063195600969,base,chemostatic,73
pw,13.11930018840283,storm,chemostatic,73
beale,12.899774007550727,storm,chemostatic,73
rating,12.763518280688613,storm,chemostatic,73
composite,12.828354724928253,storm,chemostatic,73
truth,13.25999037031067,storm,chemostatic,73
pw,13.139215609852522,unaltered,chemostatic,73
beale,13.096127543227924,unaltered,chemostatic,73
rating,13.004037647084791,unaltered,chemostatic,73
composite,13.03954044404697,unaltered,chemostatic,73
truth,13.298100523333709,unaltered,chemostatic,73
pw,25.67976088882706,base,broken_dilution,72
beale,25.599495077845102,base,broken_dilution,72
rating,25.631191580216907,base,broken_dilution,72
composite,25.79574765876285,base,broken_dilution,72
truth,24.09398157582351,base,broken_dilution,72
pw,25.954542272791738,storm,broken_dilution,72
beale,25.47556962043358,storm,broken_dilution,72
rating,25.57320379534219,storm,broken_dilution,72
composite,26.004040489909567,storm,broken_dilution,72
truth,19.24616219287057,storm,broken_dilution,72
pw,25.722253976098962,unaltered,broken_dilution,72
beale,25.5664731062406,unaltered,broken_dilution,72
rating,25.604223790916368,unaltered,broken_dilution,72
composite,25.8291569983423,unaltered,broken_dilution,72
truth,23.120999744256057,unaltered,broken_dilution,72
pw,121.23696247462482,base,enrich,72
beale,124.5543036338824,base,enrich,72
rating,135.67839276254037,base,enrich,72
composite,136.82557571194158,base,enrich,72
truth,135.33891780215887,base,enrich,72
pw,126.94775692564554,storm,enrich,72
beale,145.40350962485638,storm,enrich,72
rating,177.7776348071301,storm,enrich,72
composite,179.8237467551834,storm,enrich,72
truth,180.59275192660016,storm,enrich,72
pw,123.4567397323819,unaltered,enrich,72
beale,129.43066961729943,unaltered,enrich,72
rating,146.78336481145826,unaltered,enrich,72
composite,148.12179651403602,unaltered,enrich,72
truth,145.7175912885073,unaltered,enrich,72
pw,13.256234391146918,base,none,72
beale,13.487793411387653,base,none,72
rating,12.913774090112422,base,none,72
composite,13.29118228924883,base,none,72
truth,13.316011423817319,base,none,72
pw,12.863229761415298,storm,none,72
beale,14.198189843028818,storm,none,72
rating,12.645826676793614,storm,none,72
composite,12.68894788912354,storm,none,72
truth,13.16900810147541,storm,none,72
pw,13.150926454214595,unaltered,none,72
beale,13.59062368032776,unaltered,none,72
rating,12.838192393657216,unaltered,none,72
composite,13.138760987672969,unaltered,none,72
truth,13.261892229982731,unaltered,none,72
pw,13.356226408380625,base,chemostatic,72
beale,13.370028134157947,base,chemostatic,72
rating,13.442144984950463,base,chemostatic,72
composite,13.456138119309879,base,chemostatic,72
truth,13.316011423817319,base,chemostatic,72
pw,13.37515540848655,storm,chemostatic,72
beale,13.374232342078178,storm,chemostatic,72
rating,13.647537668567452,storm,chemostatic,72
composite,13.646934279983727,storm,chemostatic,72
truth,13.277931274279643,storm,chemostatic,72
pw,13.355520621065093,unaltered,chemostatic,72
beale,13.372305357866315,unaltered,chemostatic,72
rating,13.485847895953157,unaltered,chemostatic,72
composite,13.4934522106153,unaltered,chemostatic,72
truth,13.304473586369058,unaltered,chemostatic,72
pw,25.320468844414645,base,broken_dilution,71
beale,25.32962935414782,base,broken_dilution,71
rating,25.215899487191873,base,broken_dilution,71
composite,25.261533840998254,base,broken_dilution,71
truth,24.0927318243869,base,broken_dilution,71
pw,25.012008376206975,storm,broken_dilution,71
beale,24.89250733963478,storm,broken_dilution,71
rating,24.526843725095024,storm,broken_dilution,71
composite,24.41427316282604,storm,broken_dilution,71
truth,19.226417733251285,storm,broken_dilution,71
pw,25.224760805324173,unaltered,broken_dilution,71
beale,25.224593685869987,unaltered,broken_dilution,71
rating,25.03254089229767,unaltered,broken_dilution,71
composite,25.044115090085665,unaltered,broken_dilution,71
truth,23.11597393460568,unaltered,broken_dilution,71
pw,120.5350516396381,base,enrich,71
beale,123.3993267704175,base,enrich,71
rating,135.30896203716588,base,enrich,71
composite,136.52210671419166,base,enrich,71
truth,135.21702705992328,base,enrich,71
pw,126.39467516447652,storm,enrich,71
beale,142.62105111362936,storm,enrich,71
rating,179.33168537758516,storm,enrich,71
composite,181.42505073025455,storm,enrich,71
truth,180.5303766379059,storm,enrich,71
pw,122.78304235286215,unaltered,enrich,71
beale,127.95548428970034,unaltered,enrich,71
rating,146.87996940825406,unaltered,enrich,71
composite,148.2488509052165,unaltered,enrich,71
truth,145.60938800830732,unaltered,enrich,71
pw,13.041659981224056,base,none,71
beale,12.818933109634642,base,none,71
rating,12.498209456747507,base,none,71
composite,13.078422865820171,base,none,71
truth,13.319077674268215,base,none,71
pw,12.988339861997405,storm,none,71
beale,11.718335439258494,storm,none,71
rating,12.114032123835972,storm,none,71
composite,12.812160810705707,storm,none,71
truth,13.162689977575353,storm,none,71
pw,13.017172542728224,unaltered,none,71
beale,12.618532412802887,unaltered,none,71
rating,12.39488509617892,unaltered,none,71
composite,13.000912352450005,unaltered,none,71
truth,13.241384037031912,unaltered,none,71
pw,13.297407770358136,base,chemostatic,71
beale,13.337230953382884,base,chemostatic,71
rating,13.262169092298697,base,chemostatic,71
composite,13.289881884900616,base,chemostatic,71
truth,13.319077674268215,base,chemostatic,71
pw,13.054083437773972,storm,chemostatic,71
beale,13.425722861753401,storm,chemostatic,71
rating,12.962272145709502,storm,chemostatic,71
composite,12.800459193305711,storm,chemostatic,71
truth,13.301413283331756,storm,chemostatic,71
pw,13.240723723830863,unaltered,chemostatic,71
beale,13.336091283907875,unaltered,chemostatic,71
rating,13.187266759926251,unaltered,chemostatic,71
composite,13.184957574968204,unaltered,chemostatic,71
truth,13.311202264385352,unaltered,chemostatic,71
pw,25.302903480423343,base,broken_dilution,70
beale,25.291645648154752,base,broken_dilution,70
rating,25.47522568672161,base,broken_dilution,70
composite,25.530750986973185,base,broken_dilution,70
truth,24.080410736738063,base,broken_dilution,70
pw,25.528626016998434,storm,broken_dilution,70
beale,25.33502037191904,storm,broken_dilution,70
rating,25.874959589106663,storm,broken_dilution,70
composite,26.020139430972065,storm,broken_dilution,70
truth,19.232774277430273,storm,broken_dilution,70
pw,25.350123345838504,unaltered,broken_dilution,70
beale,25.311182432198514,unaltered,broken_dilution,70
rating,25.584272164236612,unaltered,broken_dilution,70
composite,25.65770438374363,unaltered,broken_dilution,70
truth,23.10651841654013,unaltered,broken_dilution,70
pw,120.23034897651169,base,enrich,70
beale,123.60779837993879,base,enrich,70
rating,134.8930864581876,base,enrich,70
composite,136.00556494305604,base,enrich,70
truth,135.19658477874708,base,enrich,70
pw,125.95879046900099,storm,enrich,70
beale,144.78302227122555,storm,enrich,70
rating,178.76989858505337,storm,enrich,70
composite,180.79755525235862,storm,enrich,70
truth,180.28918982338703,storm,enrich,70
pw,122.47163963539357,unaltered,enrich,70
beale,128.52890006433685,unaltered,enrich,70
rating,146.49250550038087,unaltered,enrich,70
composite,147.7746319592763,unaltered,enrich,70
truth,145.5546849328907,unaltered,enrich,70
pw,12.609197732394565,base,none,70
beale,12.790548587585866,base,none,70
rating,12.431156750443995,base,none,70
composite,12.710144160564568,base,none,70
truth,13.323255478636229,base,none,70
pw,12.274802021039005,storm,none,70
beale,13.201128672421016,storm,none,70
rating,12.661472256710415,storm,none,70
composite,12.58889517318014,storm,none,70
truth,13.220672008924119,storm,none,70
pw,12.561739246316069,unaltered,none,70
beale,12.884099147992801,unaltered,none,70
rating,12.523474886142267,unaltered,none,70
composite,12.726015028776635,unaltered,none,70
truth,13.267658210480013,unaltered,none,70
pw,13.252782980929977,base,chemostatic,70
beale,13.280201071159953,base,chemostatic,70
rating,13.294050032146073,base,chemostatic,70
composite,13.356986800299678,base,chemostatic,70
truth,13.323255478636229,base,chemostatic,70
pw,13.3781655596473,storm,chemostatic,70
beale,13.462533000580105,storm,chemostatic,70
rating,13.431071229619224,storm,chemostatic,70
composite,13.61423685176609,storm,chemostatic,70
truth,13.287282949597088,storm,chemostatic,70
pw,13.26992406465763,unaltered,chemostatic,70
beale,13.311759918718467,unaltered,chemostatic,70
rating,13.323443313830284,unaltered,chemostatic,70
composite,13.404622468001612,unaltered,chemostatic,70
truth,13.312877721773278,unaltered,chemostatic,70
pw,25.371900895780957,base,broken_dilution,69
beale,25.29165318878713,base,broken_dilution,69
rating,25.09925294606455,base,broken_dilution,69
composite,25.17016349267315,base,broken_dilution,69
truth,24.081238648355107,base,broken_dilution,69
pw,24.976641502300154,storm,broken_dilution,69
beale,24.676507474931306,storm,broken_dilution,69
rating,24.107604278731564,storm,broken_dilution,69
composite,23.964800450108033,storm,broken_dilution,69
truth,19.219164888332326,storm,broken_dilution,69
pw,25.26015376421745,unaltered,broken_dilution,69
beale,25.13539050080558,unaltered,broken_dilution,69
rating,24.821884898624234,unaltered,broken_dilution,69
composite,24.866278942607337,unaltered,broken_dilution,69
truth,23.107064107147625,unaltered,broken_dilution,69
pw,120.42323462777404,base,enrich,69
beale,122.89877032802391,base,enrich,69
rating,132.95995129108235,base,enrich,69
composite,134.41310429223586,base,enrich,69
truth,135.19879034225815,base,enrich,69
pw,126.9693400240108,storm,enrich,69
beale,141.64063364225584,storm,enrich,69
rating,170.99952194159079,storm,enrich,69
composite,174.71995901669013,storm,enrich,69
truth,180.0434634162854,storm,enrich,69
pw,122.75909993729563,unaltered,enrich,69
beale,127.28814653711311,unaltered,enrich,69
rating,143.0742031305569,unaltered,enrich,69
composite,145.02081285629615,unaltered,enrich,69
truth,145.51265688845908,unaltered,enrich,69
pw,12.888455289291196,base,none,69
beale,12.860003916872504,base,none,69
rating,12.04090032226614,base,none,69
composite,12.772425416211165,base,none,69
truth,13.317076734141427,base,none,69
pw,12.547613334932828,storm,none,69
beale,12.552714238685665,storm,none,69
rating,11.354598155790109,storm,none,69
composite,11.90701266172247,storm,none,69
truth,13.182644252978262,storm,none,69
pw,12.817630216157307,unaltered,none,69
beale,12.791238595961916,unaltered,none,69
rating,11.84338419025349,unaltered,none,69
composite,12.571482472395958,unaltered,none,69
truth,13.274200486991,unaltered,none,69
pw,13.208326866817663,base,chemostatic,69
beale,13.22925625740778,base,chemostatic,69
rating,13.362661969040104,base,chemostatic,69
composite,13.38170315602742,base,chemostatic,69
truth,13.317076734141427,base,chemostatic,69
pw,13.17266090047808,storm,chemostatic,69
beale,13.27746033860549,storm,chemostatic,69
rating,13.744132502298799,storm,chemostatic,69
composite,13.665283613185686,storm,chemostatic,69
truth,13.28438399459803,storm,chemostatic,69
pw,13.202862405239589,unaltered,chemostatic,69
beale,13.24519115966606,unaltered,chemostatic,69
rating,13.45298521707089,unaltered,chemostatic,69
composite,13.451431231997363,unaltered,chemostatic,69
truth,13.307356996460292,unaltered,chemostatic,69
pw,25.41669666839791,base,broken_dilution,68
beale,25.354361447853943,base,broken_dilution,68
rating,25.3095388890706,base,broken_dilution,68
composite,25.419419121063445,base,broken_dilution,68
truth,24.071620759240037,base,broken_dilution,68
pw,25.441483111754728,storm,broken_dilution,68
beale,25.078679216281536,storm,broken_dilution,68
rating,24.983721540057125,storm,broken_dilution,68
composite,25.19942366979312,storm,broken_dilution,68
truth,19.21135736041422,storm,broken_dilution,68
pw,25.39980318197392,unaltered,broken_dilution,68
beale,25.286498204213725,unaltered,broken_dilution,68
rating,25.213786271290083,unaltered,broken_dilution,68
composite,25.346018459390386,unaltered,broken_dilution,68
truth,23.096604746009135,unaltered,broken_dilution,68
pw,121.06841915193772,base,enrich,68
beale,124.37323025194586,base,enrich,68
rating,133.98927602573755,base,enrich,68
composite,135.02418226855065,base,enrich,68
truth,135.160501076185,base,enrich,68
pw,125.64457185179316,storm,enrich,68
beale,144.83472448221312,storm,enrich,68
rating,173.07537357536256,storm,enrich,68
composite,174.62149848401322,storm,enrich,68
truth,180.44044127274398,storm,enrich,68
pw,123.0036882379666,unaltered,enrich,68
beale,129.07164237377853,unaltered,enrich,68
rating,144.30986309193503,unaltered,enrich,68
composite,145.43915159335876,unaltered,enrich,68
truth,145.53860052098554,unaltered,enrich,68
pw,13.392834952754706,base,none,68
beale,13.23703090529011,base,none,68
rating,12.66476392078964,base,none,68
composite,13.249207616108766,base,none,68
truth,13.314141017718121,base,none,68
pw,13.652540305709252,storm,none,68
beale,12.61300172113213,storm,none,68
rating,11.740451216335705,storm,none,68
composite,12.629698081257887,storm,none,68
truth,13.26599574908036,storm,none,68
pw,13.40852850591677,unaltered,none,68
beale,13.09795628020006,unaltered,none,68
rating,12.423096906843774,unaltered,none,68
composite,13.079890641901065,unaltered,none,68
truth,13.302612674732792,unaltered,none,68
pw,13.219165969748406,base,chemostatic,68
beale,13.228386398415257,base,chemostatic,68
rating,13.208883605949188,base,chemostatic,68
composite,13.254666362843913,base,chemostatic,68
truth,13.314141017718121,base,chemostatic,68
pw,13.210618656574598,storm,chemostatic,68
beale,13.1383046944933,storm,chemostatic,68
rating,13.048123459439692,storm,chemostatic,68
composite,13.127624717975007,storm,chemostatic,68
truth,13.274210748161234,storm,chemostatic,68
pw,13.200507890460457,unaltered,chemostatic,68
beale,13.200176400881178,unaltered,chemostatic,68
rating,13.159148302700853,unaltered,chemostatic,68
composite,13.207469541516293,unaltered,chemostatic,68
truth,13.30265937974768,unaltered,chemostatic,68
pw,25.13465803277574,base,broken_dilution,67
beale,25.2046720926676,base,broken_dilution,67
rating,25.07171330981358,base,broken_dilution,67
composite,25.017148616649276,base,broken_dilution,67
truth,24.100605481322656,base,broken_dilution,67
pw,24.4875563064737,storm,broken_dilution,67
beale,24.858382146354458,storm,broken_dilution,67
rating,24.451899522911845,storm,broken_dilution,67
composite,23.865212302887823,storm,broken_dilution,67
truth,19.25556903453852,storm,broken_dilution,67
pw,24.973532737755608,unaltered,broken_dilution,67
beale,25.11233511949324,unaltered,broken_dilution,67
rating,24.894313089509108,unaltered,broken_dilution,67
composite,24.734709807020916,unaltered,broken_dilution,67
truth,23.12935931208213,unaltered,broken_dilution,67
pw,123.01977071038492,base,enrich,67
beale,125.64208209616267,base,enrich,67
rating,137.09606749693918,base,enrich,67
composite,138.46316703250054,base,enrich,67
truth,135.32497075947714,base,enrich,67
pw,131.29567719231488,storm,enrich,67
beale,145.61370602194333,storm,enrich,67
rating,181.4762130717856,storm,enrich,67
composite,185.57520142684476,storm,enrich,67
truth,180.51151650974248,storm,enrich,67
pw,125.8056725419209,unaltered,enrich,67
beale,130.35110802402656,unaltered,enrich,67
rating,148.70463138062345,unaltered,enrich,67
composite,150.65267946975771,unaltered,enrich,67
truth,145.69388213394288,unaltered,enrich,67
pw,13.892973298271675,base,none,67
beale,13.94676129030024,base,none,67
rating,13.936425184229503,base,none,67
composite,14.358562014538085,base,none,67
truth,13.319104936073263,base,none,67
pw,14.570608647982748,storm,none,67
beale,14.46020710845116,storm,none,67
rating,15.2487752737605,storm,none,67
composite,16.073932570694055,storm,none,67
truth,13.239464135651945,storm,none,67
pw,14.0527065507344,unaltered,none,67
beale,14.068004162459873,unaltered,none,67
rating,14.270870177650012,unaltered,none,67
composite,14.768686130807165,unaltered,none,67
truth,13.278210695456341,unaltered,none,67
pw,13.275513164323067,base,chemostatic,67
beale,13.320545384042356,base,chemostatic,67
rating,13.398084209278135,base,chemostatic,67
composite,13.3921693770585,base,chemostatic,67
truth,13.319104936073263,base,chemostatic,67
pw,13.138855954250603,storm,chemostatic,67
beale,13.449527781908504,storm,chemostatic,67
rating,13.695727941034919,storm,chemostatic,67
composite,13.479731856315926,storm,chemostatic,67
truth,13.282128464610915,storm,chemostatic,67
pw,13.25733809848644,unaltered,chemostatic,67
beale,13.348466788581662,unaltered,chemostatic,67
rating,13.46787050056135,unaltered,chemostatic,67
composite,13.427106060772596,unaltered,chemostatic,67
truth,13.308657578961693,unaltered,chemostatic,67
pw,25.336886429224347,base,broken_dilution,66
beale,25.285171191298314,base,broken_dilution,66
rating,25.24317979957957,base,broken_dilution,66
composite,25.376925855334278,base,broken_dilution,66
truth,24.09115666681541,base,broken_dilution,66
pw,25.36898459086638,storm,broken_dilution,66
beale,25.125326061616722,storm,broken_dilution,66
rating,24.871167613351233,storm,broken_dilution,66
composite,25.11606832643342,storm,broken_dilution,66
truth,19.221824167943335,storm,broken_dilution,66
pw,25.3143631672228,unaltered,broken_dilution,66
beale,25.229223397834286,unaltered,broken_dilution,66
rating,25.133308032260672,unaltered,broken_dilution,66
composite,25.28974443864859,unaltered,broken_dilution,66
truth,23.115343015612737,unaltered,broken_dilution,66
pw,119.30553616901693,base,enrich,66
beale,122.03125634556157,base,enrich,66
rating,131.59562333533748,base,enrich,66
composite,132.50699004001325,base,enrich,66
truth,135.14115057263942,base,enrich,66
pw,123.47899636750962,storm,enrich,66
beale,138.4609515686223,storm,enrich,66
rating,168.06632702402908,storm,enrich,66
composite,169.13734386300902,storm,enrich,66
truth,180.22817844556448,storm,enrich,66
pw,121.08751158228276,unaltered,enrich,66
beale,125.96127672172764,unaltered,enrich,66
rating,141.13151728255608,unaltered,enrich,66
composite,142.07218596468488,unaltered,enrich,66
truth,145.4847254804581,unaltered,enrich,66
pw,13.773922053093578,base,none,66
beale,13.74456304254778,base,none,66
rating,13.442907065728532,base,none,66
composite,14.004409186855112,base,none,66
truth,13.320274020173336,base,none,66
pw,14.143179403164286,storm,none,66
beale,14.516817499107106,storm,none,66
rating,13.730236259056337,storm,none,66
composite,14.662049382279452,storm,none,66
truth,13.239077392286186,storm,none,66
pw,13.859427723103655,unaltered,none,66
beale,13.8800732557047,unaltered,none,66
rating,13.535706838843367,unaltered,none,66
composite,14.177717488058125,unaltered,none,66
truth,13.289946007161342,unaltered,none,66
pw,13.307810086600888,base,chemostatic,66
beale,13.336995002802055,base,chemostatic,66
rating,13.404929355256424,base,chemostatic,66
composite,13.428348542717153,base,chemostatic,66
truth,13.320274020173336,base,chemostatic,66
pw,13.210476680038184,storm,chemostatic,66
beale,13.292184823176072,storm,chemostatic,66
rating,13.51734113690337,storm,chemostatic,66
composite,13.441172688822002,storm,chemostatic,66
truth,13.271767230624446,storm,chemostatic,66
pw,13.28260907576441,unaltered,chemostatic,66
beale,13.325318616906022,unaltered,chemostatic,66
rating,13.427160970040134,unaltered,chemostatic,66
composite,13.426976545533682,unaltered,chemostatic,66
truth,13.307804649399923,unaltered,chemostatic,66
pw,25.275587054650845,base,broken_dilution,65
beale,25.192091867569044,base,broken_dilution,65
rating,25.149001141530416,base,broken_dilution,65
composite,25.243049637641263,base,broken_dilution,65
truth,24.08288032795692,base,broken_dilution,65
pw,25.138396104038133,storm,broken_dilution,65
beale,24.76207329394828,storm,broken_dilution,65
rating,24.633401409491373,storm,broken_dilution,65
composite,24.687046465827507,storm,broken_dilution,65
truth,19.217532755806282,storm,broken_dilution,65
pw,25.23288513931606,unaltered,broken_dilution,65
beale,25.09300557989457,unaltered,broken_dilution,65
rating,25.01056952669871,unaltered,broken_dilution,65
composite,25.107569861692784,unaltered,broken_dilution,65
truth,23.107156737051394,unaltered,broken_dilution,65
pw,120.34870422647504,base,enrich,65
beale,123.75541048002296,base,enrich,65
rating,135.5974641466427,base,enrich,65
composite,136.4046572314907,base,enrich,65
truth,135.25384830422144,base,enrich,65
pw,126.36156844994275,storm,enrich,65
beale,144.36210921251384,storm,enrich,65
rating,179.2392131678754,storm,enrich,65
composite,181.09626772318285,storm,enrich,65
truth,180.51073659750256,storm,enrich,65
pw,122.64806573774977,unaltered,enrich,65
beale,128.58797243486913,unaltered,enrich,65
rating,147.1566355427012,unaltered,enrich,65
composite,148.15462162349772,unaltered,enrich,65
truth,145.63870125415974,unaltered,enrich,65
pw,13.135674401758987,base,none,65
beale,13.205916403047016,base,none,65
rating,13.16304988862929,base,none,65
composite,13.543626260695822,base,none,65
truth,13.316960838985489,base,none,65
pw,13.005587874432026,storm,none,65
beale,13.519391926418512,storm,none,65
rating,14.028950721190514,storm,none,65
composite,14.144638725537284,storm,none,65
truth,13.297013705404035,storm,none,65
pw,13.134464207887742,unaltered,none,65
beale,13.272894853993293,unaltered,none,65
rating,13.390546727031337,unaltered,none,65
composite,13.721283173821874,unaltered,none,65
truth,13.30857899428711,unaltered,none,65
pw,13.220687893819402,base,chemostatic,65
beale,13.246357202091287,base,chemostatic,65
rating,13.314645029255406,base,chemostatic,65
composite,13.362903191429906,base,chemostatic,65
truth,13.316960838985489,base,chemostatic,65
pw,13.243711782554804,storm,chemostatic,65
beale,13.455015534927623,storm,chemostatic,65
rating,13.550058954639386,storm,chemostatic,65
composite,13.584266418415629,storm,chemostatic,65
truth,13.291246446554847,storm,chemostatic,65
pw,13.230784472670662,unaltered,chemostatic,65
beale,13.285350849579697,unaltered,chemostatic,65
rating,13.376351375047898,unaltered,chemostatic,65
composite,13.426819373961067,unaltered,chemostatic,65
truth,13.307927626704311,unaltered,chemostatic,65
pw,25.26337992040211,base,broken_dilution,64
beale,25.240739419464997,base,broken_dilution,64
rating,25.132758891065087,base,broken_dilution,64
composite,25.199864093353373,base,broken_dilution,64
truth,24.087323441137176,base,broken_dilution,64
pw,25.094077057790813,storm,broken_dilution,64
beale,24.84921904634339,storm,broken_dilution,64
rating,24.52119923621684,storm,broken_dilution,64
composite,24.4590301036568,storm,broken_dilution,64
truth,19.227299108111982,storm,broken_dilution,64
pw,25.201904111549535,unaltered,broken_dilution,64
beale,25.14182594178722,unaltered,broken_dilution,64
rating,24.960349785813953,unaltered,broken_dilution,64
composite,25.012672161927725,unaltered,broken_dilution,64
