method,estimate,flow,cq,runid
truth,13.294788711393041,unaltered,chemostatic,95
pw,25.2047623021545,base,broken_dilution,94
beale,25.060455177937364,base,broken_dilution,94
rating,24.99652430692584,base,broken_dilution,94
composite,25.119849459732315,base,broken_dilution,94
truth,24.076112651118613,base,broken_dilution,94
pw,25.43081180719751,storm,broken_dilution,94
beale,24.612435993043828,storm,broken_dilution,94
rating,24.423104211385112,storm,broken_dilution,94
composite,24.88066316898274,storm,broken_dilution,94
truth,19.221535914728033,storm,broken_dilution,94
pw,25.21912846150793,unaltered,broken_dilution,94
beale,24.951739258102332,unaltered,broken_dilution,94
rating,24.840292398121086,unaltered,broken_dilution,94
composite,25.029129240340716,unaltered,broken_dilution,94
truth,23.10244933544268,unaltered,broken_dilution,94
pw,121.94553736692872,base,enrich,94
beale,124.98838801260017,base,enrich,94
rating,136.7614498671662,base,enrich,94
composite,137.95441303936724,base,enrich,94
truth,135.23464191222146,base,enrich,94
pw,128.11716703476785,storm,enrich,94
beale,145.85671766711198,storm,enrich,94
rating,181.5501110708202,storm,enrich,94
composite,183.9807680478359,storm,enrich,94
truth,180.3022368845795,storm,enrich,94
pw,124.32051523074095,unaltered,enrich,94
beale,129.86938364385446,unaltered,enrich,94
rating,148.49610290561955,unaltered,enrich,94
composite,149.95358513350897,unaltered,enrich,94
truth,145.5789888738662,unaltered,enrich,94
pw,12.992120191906114,base,none,94
beale,12.88984477000291,base,none,94
rating,12.358821080601965,base,none,94
composite,12.919063612445127,base,none,94
truth,13.31482014974943,base,none,94
pw,13.447330057538757,storm,none,94
beale,13.247768742493461,storm,none,94
rating,11.69763540236241,storm,none,94
composite,12.833403180188894,storm,none,94
truth,13.26650631523534,storm,none,94
pw,13.063324277362339,unaltered,none,94
beale,12.925933457056537,unaltered,none,94
rating,12.190997668368702,unaltered,none,94
composite,12.886552149320103,unaltered,none,94
truth,13.302033486662822,unaltered,none,94
pw,13.332296562258493,base,chemostatic,94
beale,13.298456894603609,base,chemostatic,94
rating,13.323506605491975,base,chemostatic,94
composite,13.382855895537675,base,chemostatic,94
truth,13.31482014974943,base,chemostatic,94
pw,13.42537869792021,storm,chemostatic,94
beale,13.171010921081438,storm,chemostatic,94
rating,13.331647246447686,storm,chemostatic,94
composite,13.457380612633907,storm,chemostatic,94
truth,13.274042294674722,storm,chemostatic,94
pw,13.341723115081017,unaltered,chemostatic,94
beale,13.272279838874908,unaltered,chemostatic,94
rating,13.316044507146053,unaltered,chemostatic,94
composite,13.389490093204031,unaltered,chemostatic,94
truth,13.302679949275651,unaltered,chemostatic,94
pw,25.21547574629496,base,broken_dilution,93
beale,25.247965865879817,base,broken_dilution,93
rating,24.961481737080017,base,broken_dilution,93
composite,24.93901994155288,base,broken_dilution,93
truth,24.090656005104425,base,broken_dilution,93
pw,24.5835522613186,storm,broken_dilution,93
beale,24.554367904785973,storm,broken_dilution,93
rating,23.71174786235272,storm,broken_dilution,93
composite,23.319157505347064,storm,broken_dilution,93
truth,19.238775637791104,storm,broken_dilution,93
pw,25.026310568111374,unaltered,broken_dilution,93
beale,25.067253253593154,unaltered,broken_dilution,93
rating,24.612337586136636,unaltered,broken_dilution,93
composite,24.506446449695535,unaltered,broken_dilution,93
truth,23.118474588099943,unaltered,broken_dilution,93
pw,122.87586175914373,base,enrich,93
beale,126.24309853731334,base,enrich,93
rating,136.64897374588455,base,enrich,93
composite,137.7691267709307,base,enrich,93
truth,135.1875294615023,base,enrich,93
pw,129.6081647214586,storm,enrich,93
beale,147.7903759153177,storm,enrich,93
rating,177.3442938314436,storm,enrich,93
composite,180.57824956791862,storm,enrich,93
truth,179.9494688274674,storm,enrich,93
pw,125.2672385331482,unaltered,enrich,93
beale,131.19201143665157,unaltered,enrich,93
rating,147.520284425365,unaltered,enrich,93
composite,149.032865556001,unaltered,enrich,93
truth,145.47978101852343,unaltered,enrich,93
pw,14.67306006800565,base,none,93
beale,14.29434349531318,base,none,93
rating,13.567733955302137,base,none,93
composite,14.225849302399075,base,none,93
truth,13.313655894730553,base,none,93
pw,14.785151609990752,storm,none,93
beale,13.154751677890676,storm,none,93
rating,12.306009912608502,storm,none,93
composite,13.178347072826064,storm,none,93
truth,13.370831782084142,storm,none,93
pw,14.653031355927942,unaltered,none,93
beale,14.039874277621129,unaltered,none,93
rating,13.233718841908223,unaltered,none,93
composite,13.949520586896258,unaltered,none,93
truth,13.359181932580103,unaltered,none,93
pw,13.151305099413351,base,chemostatic,93
beale,13.157423780632184,base,chemostatic,93
rating,13.231144706059677,base,chemostatic,93
composite,13.277229129947974,base,chemostatic,93
truth,13.313655894730553,base,chemostatic,93
pw,13.160881060272358,storm,chemostatic,93
beale,13.175246443496597,storm,chemostatic,93
rating,13.403712684070587,storm,chemostatic,93
composite,13.444028682176448,storm,chemostatic,93
truth,13.262994797308165,storm,chemostatic,93
pw,13.152644084513701,unaltered,chemostatic,93
beale,13.161771031238969,unaltered,chemostatic,93
rating,13.2716569112186,unaltered,chemostatic,93
composite,13.317125473526442,unaltered,chemostatic,93
truth,13.299661536877927,unaltered,chemostatic,93
pw,25.019844524556824,base,broken_dilution,92
beale,25.068938402066888,base,broken_dilution,92
rating,24.954328257874327,base,broken_dilution,92
composite,25.037502979381646,base,broken_dilution,92
truth,24.079765016666183,base,broken_dilution,92
pw,24.72019759340646,storm,broken_dilution,92
beale,25.131643677870464,storm,broken_dilution,92
rating,24.449934504771104,storm,broken_dilution,92
composite,24.40770718560064,storm,broken_dilution,92
truth,19.217702423391586,storm,broken_dilution,92
pw,24.938875848403544,unaltered,broken_dilution,92
beale,25.054948047262705,unaltered,broken_dilution,92
rating,24.82396443203941,unaltered,broken_dilution,92
composite,24.884761224026338,unaltered,broken_dilution,92
truth,23.105630195557953,unaltered,broken_dilution,92
pw,120.54872602870617,base,enrich,92
beale,123.53686658757358,base,enrich,92
rating,134.61463994239887,base,enrich,92
composite,135.95072856038072,base,enrich,92
truth,135.2998929369654,base,enrich,92
pw,126.34494187092558,storm,enrich,92
beale,143.01217990675573,storm,enrich,92
rating,177.07899457530308,storm,enrich,92
composite,179.57259958570268,storm,enrich,92
truth,180.63404266614273,storm,enrich,92
pw,122.77079036681317,unaltered,enrich,92
beale,128.12213948660698,unaltered,enrich,92
rating,145.86168250689454,unaltered,enrich,92
composite,147.41143365683874,unaltered,enrich,92
truth,145.70422924301238,unaltered,enrich,92
pw,13.969677721768893,base,none,92
beale,13.982935067700051,base,none,92
rating,13.601897103499828,base,none,92
composite,13.892665244005673,base,none,92
truth,13.314946039953512,base,none,92
pw,13.594343810079215,storm,none,92
beale,13.727661509860658,storm,none,92
rating,13.05397474909443,storm,none,92
composite,13.111173940703194,storm,none,92
truth,13.294724136838925,storm,none,92
pw,13.87144583401156,unaltered,none,92
beale,13.900129693396023,unaltered,none,92
rating,13.437951672126436,unaltered,none,92
composite,13.68145001873968,unaltered,none,92
truth,13.309469077595386,unaltered,none,92
pw,13.33448493770919,base,chemostatic,92
beale,13.350713398758149,base,chemostatic,92
rating,13.487613089624153,base,chemostatic,92
composite,13.50332657809136,base,chemostatic,92
truth,13.314946039953512,base,chemostatic,92
pw,13.423923679243131,storm,chemostatic,92
beale,13.430156180127021,storm,chemostatic,92
rating,13.859099254462828,storm,chemostatic,92
composite,13.894388826103972,storm,chemostatic,92
truth,13.257044062104306,storm,chemostatic,92
pw,13.352020509228419,unaltered,chemostatic,92
beale,13.37028399876427,unaltered,chemostatic,92
rating,13.578599964380151,unaltered,chemostatic,92
composite,13.592400640102106,unaltered,chemostatic,92
truth,13.299743296782037,unaltered,chemostatic,92
pw,25.150178384586734,base,broken_dilution,91
beale,25.078583069495995,base,broken_dilution,91
rating,24.946261228679653,base,broken_dilution,91
composite,25.067074052333552,base,broken_dilution,91
truth,24.084483698242508,base,broken_dilution,91
pw,25.276109689003306,storm,broken_dilution,91
beale,24.624687356492537,storm,broken_dilution,91
rating,24.120483185421786,storm,broken_dilution,91
composite,24.567309511954146,storm,broken_dilution,91
truth,19.219917901650092,storm,broken_dilution,91
pw,25.135164093780052,unaltered,broken_dilution,91
beale,24.96348039696636,unaltered,broken_dilution,91
rating,24.733770629054387,unaltered,broken_dilution,91
composite,24.909555965839782,unaltered,broken_dilution,91
truth,23.10807434526254,unaltered,broken_dilution,91
pw,119.30303576444838,base,enrich,91
beale,122.29514635043014,base,enrich,91
rating,133.5544312238442,base,enrich,91
composite,134.1135150979583,base,enrich,91
truth,135.2229849974947,base,enrich,91
pw,124.24621225099426,storm,enrich,91
beale,141.61713159132967,storm,enrich,91
rating,175.75639535981279,storm,enrich,91
composite,175.77556504375917,storm,enrich,91
truth,180.4291389236906,storm,enrich,91
pw,121.33444194884618,unaltered,enrich,91
beale,126.85357718068204,unaltered,enrich,91
rating,144.60173365114883,unaltered,enrich,91
composite,145.0435939049548,unaltered,enrich,91
truth,145.60538113973064,unaltered,enrich,91
pw,12.709273203288447,base,none,91
beale,12.530036343287795,base,none,91
rating,12.042422281122391,base,none,91
composite,12.634989592494573,base,none,91
truth,13.3181205652442,base,none,91
pw,12.411268434433438,storm,none,91
beale,11.499757140588045,storm,none,91
rating,11.963114434807368,storm,none,91
composite,12.313803163152505,storm,none,91
truth,13.290836820587346,storm,none,91
pw,12.630063112034206,unaltered,none,91
beale,12.332665848216761,unaltered,none,91
rating,11.967671838805892,unaltered,none,91
composite,12.510713857018482,unaltered,none,91
truth,13.278146870411208,unaltered,none,91
pw,13.393709421426252,base,chemostatic,91
beale,13.399949757059566,base,chemostatic,91
rating,13.408948319302388,base,chemostatic,91
composite,13.458104672510954,base,chemostatic,91
truth,13.3181205652442,base,chemostatic,91
pw,13.393106899241243,storm,chemostatic,91
beale,13.461191567409466,storm,chemostatic,91
rating,13.368857275937875,storm,chemostatic,91
composite,13.444921288171704,storm,chemostatic,91
truth,13.294404714569561,storm,chemostatic,91
pw,13.38772627643458,unaltered,chemostatic,91
beale,13.40600085551246,unaltered,chemostatic,91
rating,13.40050196167933,unaltered,chemostatic,91
composite,13.455526444155232,unaltered,chemostatic,91
truth,13.309084746181767,unaltered,chemostatic,91
pw,25.549593097366813,base,broken_dilution,90
beale,25.494164296466938,base,broken_dilution,90
rating,25.430201141234132,base,broken_dilution,90
composite,25.589259849728265,base,broken_dilution,90
truth,24.08061784942792,base,broken_dilution,90
pw,25.494366653280508,storm,broken_dilution,90
beale,25.308999669834343,storm,broken_dilution,90
rating,24.915709403973075,storm,broken_dilution,90
composite,25.16272824401743,storm,broken_dilution,90
truth,19.20946713613475,storm,broken_dilution,90
pw,25.524132073549627,unaltered,broken_dilution,90
beale,25.438409277542608,unaltered,broken_dilution,90
rating,25.30161325601349,unaltered,broken_dilution,90
composite,25.488649194355467,unaltered,broken_dilution,90
truth,23.103080911114233,unaltered,broken_dilution,90
pw,121.0953717821909,base,enrich,90
beale,124.42199318036198,base,enrich,90
rating,133.6572272442199,base,enrich,90
composite,134.61187697058656,base,enrich,90
truth,135.27916722532967,base,enrich,90
pw,126.08936770039341,storm,enrich,90
beale,145.32197558900924,storm,enrich,90
rating,172.09263848557777,storm,enrich,90
composite,173.3387043555214,storm,enrich,90
truth,180.60514673871936,storm,enrich,90
pw,123.08867523411095,unaltered,enrich,90
beale,129.20020989131888,unaltered,enrich,90
rating,143.84356614473762,unaltered,enrich,90
composite,144.87254097584886,unaltered,enrich,90
truth,145.67448851631707,unaltered,enrich,90
pw,13.781367525312973,base,none,90
beale,13.740203991203751,base,none,90
rating,13.480292195317299,base,none,90
composite,13.928946701363763,base,none,90
truth,13.322793386497745,base,none,90
pw,13.682701270804987,storm,none,90
beale,13.576298143328287,storm,none,90
rating,13.682595267258026,storm,none,90
composite,14.010284597896723,storm,none,90
truth,13.382997830929728,storm,none,90
pw,13.783870083910456,unaltered,none,90
beale,13.719209128432633,unaltered,none,90
rating,13.541933335003911,unaltered,none,90
composite,13.987284503049915,unaltered,none,90
truth,13.346760642226892,unaltered,none,90
pw,13.061239058871815,base,chemostatic,90
beale,13.040263686838575,base,chemostatic,90
rating,13.07814823059753,base,chemostatic,90
composite,13.098190182997426,base,chemostatic,90
truth,13.322793386497745,base,chemostatic,90
pw,13.026253661348862,storm,chemostatic,90
beale,12.85232932619309,storm,chemostatic,90
rating,13.094816985340799,storm,chemostatic,90
composite,13.067878093388616,storm,chemostatic,90
truth,13.292475309145455,storm,chemostatic,90
pw,13.046461799269562,unaltered,chemostatic,90
beale,13.002478874296077,unaltered,chemostatic,90
rating,13.069532111456073,unaltered,chemostatic,90
composite,13.079834836285762,unaltered,chemostatic,90
truth,13.31304448490323,unaltered,chemostatic,90
pw,25.300803668119897,base,broken_dilution,89
