method,estimate,flow,cq,runid
truth,13.250944511333378,storm,none,99
pw,14.811916934117518,unaltered,none,99
beale,14.742781593471303,unaltered,none,99
rating,14.994955481092497,unaltered,none,99
composite,15.388615606033115,unaltered,none,99
truth,13.286307604316303,unaltered,none,99
pw,13.203127652809815,base,chemostatic,99
beale,13.253709921768552,base,chemostatic,99
rating,13.540074658430244,base,chemostatic,99
composite,13.512619804685672,base,chemostatic,99
truth,13.310784162619331,base,chemostatic,99
pw,13.219346270464062,storm,chemostatic,99
beale,13.34568897739992,storm,chemostatic,99
rating,14.200327802011769,storm,chemostatic,99
composite,14.106914860907994,storm,chemostatic,99
truth,13.27370960854696,storm,chemostatic,99
pw,13.202174329075788,unaltered,chemostatic,99
beale,13.266179421525907,unaltered,chemostatic,99
rating,13.638477228613302,unaltered,chemostatic,99
composite,13.597222230260119,unaltered,chemostatic,99
truth,13.304537416032622,unaltered,chemostatic,99
pw,12.613692238648524,base,broken_dilution,98
beale,12.139187838389192,base,broken_dilution,98
rating,10.440540918284869,base,broken_dilution,98
composite,10.392090122701221,base,broken_dilution,98
truth,10.660010921727146,base,broken_dilution,98
pw,35.37985351127771,storm,broken_dilution,98
beale,28.574641050821743,storm,broken_dilution,98
rating,11.549354703438064,storm,broken_dilution,98
composite,11.339605860702367,storm,broken_dilution,98
truth,15.192125968585271,storm,broken_dilution,98
pw,14.05341683223307,unaltered,broken_dilution,98
beale,13.32551908921424,unaltered,broken_dilution,98
rating,10.726426516386304,unaltered,broken_dilution,98
composite,10.665762471044266,unaltered,broken_dilution,98
truth,11.794937110885083,unaltered,broken_dilution,98
pw,4.193929919299277,base,enrich,98
beale,4.369465142890664,base,enrich,98
rating,7.584982974624588,base,enrich,98
composite,7.975160537753991,base,enrich,98
truth,7.988030768434691,base,enrich,98
pw,2.5802773563871373,storm,enrich,98
beale,3.336800296332841,storm,enrich,98
rating,41.62429394297635,storm,enrich,98
composite,47.85908971493707,storm,enrich,98
truth,57.55118843764123,storm,enrich,98
pw,4.009358474828211,unaltered,enrich,98
beale,4.24781986400647,unaltered,enrich,98
rating,10.093693314055091,unaltered,enrich,98
composite,10.891099069508646,unaltered,enrich,98
truth,10.637806059926342,unaltered,enrich,98
pw,12.664539961915631,base,none,98
beale,12.688378669075831,base,none,98
rating,12.43718318788157,base,none,98
composite,13.106749836057363,base,none,98
truth,13.318296829717038,base,none,98
pw,12.595633852615055,storm,none,98
beale,12.530976228422391,storm,none,98
rating,12.521972174821196,storm,none,98
composite,13.446034468606834,storm,none,98
truth,13.300865626866926,storm,none,98
pw,12.64625815242278,unaltered,none,98
beale,12.670528778354585,unaltered,none,98
rating,12.455560337476836,unaltered,none,98
composite,13.175089984912237,unaltered,none,98
truth,13.32435950832679,unaltered,none,98
pw,13.30189197328494,base,chemostatic,98
beale,13.25220776237647,base,chemostatic,98
rating,13.233123690411986,base,chemostatic,98
composite,13.271210859107025,base,chemostatic,98
truth,13.318296829717038,base,chemostatic,98
pw,13.290180452518019,storm,chemostatic,98
beale,13.171701417547077,storm,chemostatic,98
rating,13.152685987652276,storm,chemostatic,98
composite,13.229820765883863,storm,chemostatic,98
truth,13.28793765078077,storm,chemostatic,98
pw,13.292554668918863,unaltered,chemostatic,98
beale,13.236506986828145,unaltered,chemostatic,98
rating,13.210379520474469,unaltered,chemostatic,98
composite,13.257685570527318,unaltered,chemostatic,98
truth,13.312531788377092,unaltered,chemostatic,98
pw,12.179298915517833,base,broken_dilution,97
beale,11.87629822476165,base,broken_dilution,97
rating,10.21955018626169,base,broken_dilution,97
composite,9.929396762263062,base,broken_dilution,97
truth,10.66957613978831,base,broken_dilution,97
pw,32.1081221440654,storm,broken_dilution,97
beale,27.57034981345386,storm,broken_dilution,97
rating,11.179595358036407,storm,broken_dilution,97
composite,9.064712175065033,storm,broken_dilution,97
truth,15.138278471953639,storm,broken_dilution,97
pw,13.324158468010342,unaltered,broken_dilution,97
beale,12.896645706507076,unaltered,broken_dilution,97
rating,10.365318490661192,unaltered,broken_dilution,97
composite,9.994846931203385,unaltered,broken_dilution,97
truth,11.526077387812506,unaltered,broken_dilution,97
pw,4.189336872062099,base,enrich,97
beale,4.370062906966552,base,enrich,97
rating,7.3434267091224035,base,enrich,97
composite,7.908712765162758,base,enrich,97
truth,8.001456078538105,base,enrich,97
pw,2.5658259687446785,storm,enrich,97
beale,3.312873181380079,storm,enrich,97
rating,35.178937728297264,storm,enrich,97
composite,42.65192250684664,storm,enrich,97
truth,57.76414632096082,storm,enrich,97
pw,4.008600296670817,unaltered,enrich,97
beale,4.225695647633863,unaltered,enrich,97
rating,8.955917981548978,unaltered,enrich,97
composite,10.008296632250174,unaltered,enrich,97
truth,10.66791437808655,unaltered,enrich,97
pw,15.850833446285451,base,none,97
beale,15.818529774215433,base,none,97
rating,15.837049529963373,base,none,97
composite,16.628833860773486,base,none,97
truth,13.309930440546314,base,none,97
pw,15.933117905125217,storm,none,97
beale,16.163252489113596,storm,none,97
rating,15.846733977237696,storm,none,97
composite,16.95926470115578,storm,none,97
truth,13.225791965823712,storm,none,97
pw,15.885478074158488,unaltered,none,97
beale,15.87575845351397,unaltered,none,97
rating,15.931931159446355,unaltered,none,97
composite,16.790254453172547,unaltered,none,97
truth,13.296099580506016,unaltered,none,97
pw,13.330597647858935,base,chemostatic,97
beale,13.35214238097817,base,chemostatic,97
rating,13.327251642989545,base,chemostatic,97
composite,13.304124157096096,base,chemostatic,97
truth,13.309930440546314,base,chemostatic,97
pw,13.282699215397091,storm,chemostatic,97
beale,13.373417316113994,storm,chemostatic,97
rating,13.343567428826898,storm,chemostatic,97
composite,13.182660862059677,storm,chemostatic,97
truth,13.265799287822148,storm,chemostatic,97
pw,13.316702669030143,unaltered,chemostatic,97
beale,13.346409429475333,unaltered,chemostatic,97
rating,13.314827957181748,unaltered,chemostatic,97
composite,13.272809482874788,unaltered,chemostatic,97
truth,13.30272771799496,unaltered,chemostatic,97
pw,12.68468958955335,base,broken_dilution,96
beale,12.378346599899288,base,broken_dilution,96
rating,10.587912624270741,base,broken_dilution,96
composite,10.45865664035061,base,broken_dilution,96
truth,10.657903442104637,base,broken_dilution,96
pw,33.34306176578489,storm,broken_dilution,96
beale,29.36746822435743,storm,broken_dilution,96
rating,11.531232587472825,storm,broken_dilution,96
composite,9.988174086856562,storm,broken_dilution,96
truth,15.007504510023681,storm,broken_dilution,96
pw,13.711746038375365,unaltered,broken_dilution,96
beale,13.25218549465802,unaltered,broken_dilution,96
rating,10.605417988928806,unaltered,broken_dilution,96
composite,10.424031633076417,unaltered,broken_dilution,96
truth,11.446838508771283,unaltered,broken_dilution,96
pw,4.449389726389346,base,enrich,96
beale,4.667793535688598,base,enrich,96
rating,8.214283771519595,base,enrich,96
composite,8.554438474640405,base,enrich,96
truth,7.975744263889675,base,enrich,96
pw,2.768005674617402,storm,enrich,96
beale,3.6211294572131867,storm,enrich,96
rating,42.271219822659944,storm,enrich,96
composite,47.219012788512735,storm,enrich,96
truth,57.376524937141056,storm,enrich,96
pw,4.332684762757665,unaltered,enrich,96
beale,4.622259725068802,unaltered,enrich,96
rating,10.672009098216265,unaltered,enrich,96
composite,11.312495144450326,unaltered,enrich,96
truth,10.621734395600019,unaltered,enrich,96
pw,14.024116431487544,base,none,96
beale,13.849615265606507,base,none,96
rating,13.326093220560379,base,none,96
composite,13.65578081369429,base,none,96
truth,13.307777402232515,base,none,96
pw,14.436687077880132,storm,none,96
beale,13.541429367073802,storm,none,96
rating,13.14112320532977,storm,none,96
composite,13.937602858646231,storm,none,96
truth,13.27465205006627,storm,none,96
pw,14.056000671228833,unaltered,none,96
beale,13.798225807044686,unaltered,none,96
rating,13.258635953585392,unaltered,none,96
composite,13.63633883719308,unaltered,none,96
truth,13.293740976519205,unaltered,none,96
pw,13.374885382092174,base,chemostatic,96
beale,13.377527273664883,base,chemostatic,96
rating,13.479398148037967,base,chemostatic,96
composite,13.517460828746668,base,chemostatic,96
truth,13.307777402232515,base,chemostatic,96
pw,13.38793887619047,storm,chemostatic,96
beale,13.389078160124377,storm,chemostatic,96
rating,13.625441455492558,storm,chemostatic,96
composite,13.648616127382331,storm,chemostatic,96
truth,13.276935737536684,storm,chemostatic,96
pw,13.374056835203312,unaltered,chemostatic,96
beale,13.375775706090534,unaltered,chemostatic,96
rating,13.500339805726846,unaltered,chemostatic,96
composite,13.539055946338044,unaltered,chemostatic,96
truth,13.30213513416891,unaltered,chemostatic,96
pw,12.655986622385004,base,broken_dilution,95
beale,12.355337842043056,base,broken_dilution,95
rating,10.603463379207,base,broken_dilution,95
composite,10.284356837694377,base,broken_dilution,95
truth,10.665022159114272,base,broken_dilution,95
pw,33.3848206594566,storm,broken_dilution,95
beale,29.762443068624812,storm,broken_dilution,95
rating,11.691989582185737,storm,broken_dilution,95
composite,9.086965296071028,storm,broken_dilution,95
truth,14.98126975259345,storm,broken_dilution,95
pw,13.869941204468754,unaltered,broken_dilution,95
beale,13.453266778325396,unaltered,broken_dilution,95
rating,10.755469646543258,unaltered,broken_dilution,95
composite,10.321996696096564,unaltered,broken_dilution,95
truth,11.863387247982857,unaltered,broken_dilution,95
pw,4.266775535741043,base,enrich,95
beale,4.4601983689490465,base,enrich,95
rating,7.545892300819749,base,enrich,95
composite,7.821990294616109,base,enrich,95
truth,7.9716362357314905,base,enrich,95
pw,2.523790226351659,storm,enrich,95
beale,3.327327405278355,storm,enrich,95
rating,38.29062589663453,storm,enrich,95
composite,42.40862885479972,storm,enrich,95
truth,56.93845092974505,storm,enrich,95
pw,4.135694236826183,unaltered,enrich,95
beale,4.414940962228403,unaltered,enrich,95
rating,10.165605334801729,unaltered,enrich,95
composite,10.737099302666838,unaltered,enrich,95
truth,10.601751677169654,unaltered,enrich,95
pw,13.51628313327781,base,none,95
beale,13.237764449813634,base,none,95
rating,13.906283544880832,base,none,95
composite,14.792908745978744,base,none,95
truth,13.313910857557795,base,none,95
pw,14.302354995897048,storm,none,95
beale,13.328455517401022,storm,none,95
rating,15.630099871721457,storm,none,95
composite,17.831652330757,storm,none,95
truth,13.210991640715692,storm,none,95
pw,13.637596536942292,unaltered,none,95
beale,13.265737487134329,unaltered,none,95
rating,14.21155340763978,unaltered,none,95
composite,15.30294317678361,unaltered,none,95
truth,13.284867614934049,unaltered,none,95
pw,13.443546478144581,base,chemostatic,95
beale,13.383161436326995,base,chemostatic,95
rating,13.377963401578361,base,chemostatic,95
composite,13.531346864408064,base,chemostatic,95
truth,13.313910857557795,base,chemostatic,95
pw,13.51835902323062,storm,chemostatic,95
beale,13.407360362603509,storm,chemostatic,95
rating,13.24688530004507,storm,chemostatic,95
composite,13.489875962605623,storm,chemostatic,95
truth,13.29545026380842,storm,chemostatic,95
pw,13.45241593757396,unaltered,chemostatic,95
beale,13.382825096108405,unaltered,chemostatic,95
rating,13.364284055984463,unaltered,chemostatic,95
composite,13.53704289376438,unaltered,chemostatic,95
truth,13.309709566244056,unaltered,chemostatic,95
pw,13.069561334051338,base,broken_dilution,94
beale,12.553204107468616,base,broken_dilution,94
rating,10.844976897197219,base,broken_dilution,94
composite,10.876531941005423,base,broken_dilution,94
truth,10.671566659237728,base,broken_dilution,94
pw,36.226964659285294,storm,broken_dilution,94
beale,29.42453359053239,storm,broken_dilution,94
rating,11.943609233528965,storm,broken_dilution,94
composite,12.228590090472823,storm,broken_dilution,94
truth,15.346240273490526,storm,broken_dilution,94
pw,14.334933904863396,unaltered,broken_dilution,94
beale,13.594097290992444,unaltered,broken_dilution,94
rating,11.00737978800209,unaltered,broken_dilution,94
composite,11.022067735814764,unaltered,broken_dilution,94
truth,12.028686453322441,unaltered,broken_dilution,94
pw,4.139818209763672,base,enrich,94
beale,4.258553695360939,base,enrich,94
rating,7.062613537184638,base,enrich,94
composite,7.367259978466662,base,enrich,94
truth,7.975134073003801,base,enrich,94
pw,2.467195700521948,storm,enrich,94
beale,3.067844354580953,storm,enrich,94
rating,34.230639727959215,storm,enrich,94
composite,39.544009043244586,storm,enrich,94
truth,57.117834822737095,storm,enrich,94
pw,3.9668775538126764,unaltered,enrich,94
beale,4.1347646656019075,unaltered,enrich,94
rating,9.028664517406277,unaltered,enrich,94
composite,9.662374735269642,unaltered,enrich,94
truth,10.61315087603382,unaltered,enrich,94
pw,14.026838778585567,base,none,94
beale,13.96677184618945,base,none,94
rating,12.973574513949337,base,none,94
composite,13.315357532095568,base,none,94
truth,13.309883225639545,base,none,94
pw,14.017343805096118,storm,none,94
beale,13.94870607441703,storm,none,94
rating,12.19616454472393,storm,none,94
composite,12.57942113568296,storm,none,94
truth,13.236300445197509,storm,none,94
pw,14.003821165542558,unaltered,none,94
beale,13.94148442101409,unaltered,none,94
rating,12.803923196866464,unaltered,none,94
composite,13.15810986311672,unaltered,none,94
truth,13.2865603702042,unaltered,none,94
pw,13.001926514063069,base,chemostatic,94
beale,12.948456929770758,base,chemostatic,94
rating,12.84530455299324,base,chemostatic,94
composite,12.92845177851729,base,chemostatic,94
truth,13.309883225639545,base,chemostatic,94
pw,12.952164641040563,storm,chemostatic,94
beale,12.805560309686701,storm,chemostatic,94
rating,12.454436118299823,storm,chemostatic,94
composite,12.55154468997163,storm,chemostatic,94
truth,13.264033095276512,storm,chemostatic,94
pw,12.986828763045152,unaltered,chemostatic,94
beale,12.924625115676518,unaltered,chemostatic,94
rating,12.782982180512075,unaltered,chemostatic,94
composite,12.873767394377246,unaltered,chemostatic,94
truth,13.302674625026883,unaltered,chemostatic,94
pw,12.338072246045954,base,broken_dilution,93
beale,11.8678202852612,base,broken_dilution,93
rating,10.262180835736002,base,broken_dilution,93
composite,10.240026525641325,base,broken_dilution,93
truth,10.661492946404834,base,broken_dilution,93
pw,47.614975807000576,storm,broken_dilution,93
beale,28.98737233367385,storm,broken_dilution,93
rating,11.662991886994364,storm,broken_dilution,93
composite,23.6972170988463,storm,broken_dilution,93
truth,15.859004832512943,storm,broken_dilution,93
pw,15.689683558363116,unaltered,broken_dilution,93
beale,13.708582231996576,unaltered,broken_dilution,93
rating,10.796617503272993,unaltered,broken_dilution,93
composite,12.36018930144371,unaltered,broken_dilution,93
truth,11.641051540808201,unaltered,broken_dilution,93
pw,4.438439578464986,base,enrich,93
beale,4.666419014928608,base,enrich,93
rating,9.01195834868483,base,enrich,93
composite,9.520126496075964,base,enrich,93
truth,7.9673522455103605,base,enrich,93
pw,2.746249709421753,storm,enrich,93
beale,3.611941727046115,storm,enrich,93
rating,56.48065614631189,storm,enrich,93
composite,65.85370862065867,storm,enrich,93
truth,56.68145641542175,storm,enrich,93
pw,4.216763053596888,unaltered,enrich,93
beale,4.547900885166732,unaltered,enrich,93
rating,13.155576567263331,unaltered,enrich,93
composite,14.324787707838333,unaltered,enrich,93
truth,10.591434378469781,unaltered,enrich,93
pw,13.757015698956296,base,none,93
beale,13.928447147826118,base,none,93
rating,13.133088163300396,base,none,93
composite,13.49688368650476,base,none,93
truth,13.310162536879108,base,none,93
pw,12.88298248670655,storm,none,93
beale,13.711796559715284,storm,none,93
rating,11.969876488074176,storm,none,93
composite,11.461719937783867,storm,none,93
truth,13.22989467266633,storm,none,93
pw,13.645119149311707,unaltered,none,93
beale,13.900308947216809,unaltered,none,93
rating,12.974293642689313,unaltered,none,93
composite,13.240757375552496,unaltered,none,93
truth,13.292135104677756,unaltered,none,93
pw,13.250701182945052,base,chemostatic,93
beale,13.298276782819825,base,chemostatic,93
rating,13.214426932816897,base,chemostatic,93
composite,13.161071691653545,base,chemostatic,93
truth,13.310162536879108,base,chemostatic,93
pw,13.028022247501283,storm,chemostatic,93
beale,13.207748806588626,storm,chemostatic,93
rating,12.978844365098473,storm,chemostatic,93
composite,12.749538713035285,storm,chemostatic,93
truth,13.279920940072286,storm,chemostatic,93
pw,13.210815341599062,unaltered,chemostatic,93
beale,13.279983850843575,unaltered,chemostatic,93
rating,13.169754184326871,unaltered,chemostatic,93
composite,13.096074412053293,unaltered,chemostatic,93
truth,13.30461884523691,unaltered,chemostatic,93
pw,12.688340727371202,base,broken_dilution,92
beale,12.282921334893658,base,broken_dilution,92
rating,10.576907413659185,base,broken_dilution,92
composite,10.502722303440464,base,broken_dilution,92
truth,10.648436338244583,base,broken_dilution,92
pw,34.626406662897374,storm,broken_dilution,92
beale,29.32260589277051,storm,broken_dilution,92
rating,11.582103812331335,storm,broken_dilution,92
composite,10.95855066813374,storm,broken_dilution,92
truth,14.978810494542751,storm,broken_dilution,92
pw,13.815732859835517,unaltered,broken_dilution,92
beale,13.253239819260052,unaltered,broken_dilution,92
rating,10.636589242951464,unaltered,broken_dilution,92
composite,10.511457158184397,unaltered,broken_dilution,92
truth,11.390197889718566,unaltered,broken_dilution,92
pw,4.349115984384393,base,enrich,92
beale,4.512391488067689,base,enrich,92
rating,8.221056008957188,base,enrich,92
composite,8.69383085073241,base,enrich,92
truth,7.991595952855292,base,enrich,92
pw,2.702276946499667,storm,enrich,92
beale,3.4054681007958734,storm,enrich,92
rating,42.26252907605975,storm,enrich,92
composite,49.35428784339728,storm,enrich,92
truth,57.85305954663243,storm,enrich,92
pw,4.272291117389935,unaltered,enrich,92
beale,4.469676853551676,unaltered,enrich,92
rating,11.165136354878701,unaltered,enrich,92
composite,12.134909682948463,unaltered,enrich,92
truth,10.657920851753483,unaltered,enrich,92
pw,13.134336863238923,base,none,92
beale,13.239411118008,base,none,92
rating,13.974743159385271,base,none,92
composite,14.545008464738101,base,none,92
truth,13.314541612906185,base,none,92
pw,13.590566754191023,storm,none,92
beale,13.795587797840373,storm,none,92
rating,16.347358622307745,storm,none,92
composite,17.713222754296343,storm,none,92
truth,13.362420688676178,storm,none,92
pw,13.214992221620399,unaltered,none,92
beale,13.319475531161594,unaltered,none,92
rating,14.349654890676423,unaltered,none,92
composite,15.051032537200943,unaltered,none,92
truth,13.336947051522525,unaltered,none,92
pw,13.228681465686615,base,chemostatic,92
beale,13.186273000716255,base,chemostatic,92
rating,13.158533943155954,base,chemostatic,92
composite,13.324739416610477,base,chemostatic,92
truth,13.314541612906185,base,chemostatic,92
pw,13.273720571471717,storm,chemostatic,92
beale,13.167210215497581,storm,chemostatic,92
rating,13.031630353958308,storm,chemostatic,92
composite,13.393352989099734,storm,chemostatic,92
truth,13.275645181337511,storm,chemostatic,92
pw,13.227828628248167,unaltered,chemostatic,92
beale,13.17902277058342,unaltered,chemostatic,92
rating,13.135851723728367,unaltered,chemostatic,92
composite,13.338379274798056,unaltered,chemostatic,92
truth,13.30767255801743,unaltered,chemostatic,92
pw,12.80227127323032,base,broken_dilution,91
beale,12.28460554918766,base,broken_dilution,91
rating,10.510047119761875,base,broken_dilution,91
composite,10.497118958427423,base,broken_dilution,91
truth,10.658475042085275,base,broken_dilution,91
pw,34.54409489612028,storm,broken_dilution,91
beale,29.540152250014806,storm,broken_dilution,91
rating,11.606095537639815,storm,broken_dilution,91
composite,10.84878111586688,storm,broken_dilution,91
truth,15.672803636431277,storm,broken_dilution,91
pw,14.051828617651097,unaltered,broken_dilution,91
beale,13.389642255102457,unaltered,broken_dilution,91
rating,10.71873058188675,unaltered,broken_dilution,91
composite,10.65043208278032,unaltered,broken_dilution,91
truth,11.832270768871602,unaltered,broken_dilution,91
pw,4.345861326987059,base,enrich,91
beale,4.5613083244798,base,enrich,91
rating,8.041700661299814,base,enrich,91
composite,8.53369290016386,base,enrich,91
truth,7.9916464718094105,base,enrich,91
pw,2.6952173687461323,storm,enrich,91
beale,3.5691567053650224,storm,enrich,91
rating,39.78020545918611,storm,enrich,91
composite,46.15007634970188,storm,enrich,91
truth,57.53673586370936,storm,enrich,91
pw,4.181623796753719,unaltered,enrich,91
beale,4.465685446460662,unaltered,enrich,91
rating,10.229542248961431,unaltered,enrich,91
composite,11.154117542723009,unaltered,enrich,91
truth,10.64372569167697,unaltered,enrich,91
pw,12.934207752693709,base,none,91
beale,13.238982002813858,base,none,91
rating,13.103132347591249,base,none,91
composite,13.121699877831347,base,none,91
truth,13.321776148453763,base,none,91
pw,12.683680264885512,storm,none,91
beale,13.453611713385323,storm,none,91
rating,13.75716485819871,storm,none,91
composite,13.585600563783283,storm,none,91
truth,13.2422754103899,storm,none,91
pw,12.889643857432278,unaltered,none,91
beale,13.26778544849002,unaltered,none,91
rating,13.19958523674974,unaltered,none,91
composite,13.181699021025373,unaltered,none,91
truth,13.311455955855285,unaltered,none,91
pw,13.248153336345954,base,chemostatic,91
beale,13.205307683275514,base,chemostatic,91
rating,13.397369084559482,base,chemostatic,91
composite,13.461554756738115,base,chemostatic,91
truth,13.321776148453763,base,chemostatic,91
pw,13.29981515331848,storm,chemostatic,91
beale,13.148086225248253,storm,chemostatic,91
rating,13.546938431201209,storm,chemostatic,91
composite,13.681584790254464,storm,chemostatic,91
truth,13.299937452252827,storm,chemostatic,91
pw,13.250108144943235,unaltered,chemostatic,91
beale,13.195595896841311,unaltered,chemostatic,91
rating,13.424501520277408,unaltered,chemostatic,91
composite,13.498613583502276,unaltered,chemostatic,91
truth,13.317370079973156,unaltered,chemostatic,91
pw,12.378706064263744,base,broken_dilution,90
beale,11.936817478758803,base,broken_dilution,90
rating,10.336076646049932,base,broken_dilution,90
composite,10.208088839040082,base,broken_dilution,90
truth,10.65709412171828,base,broken_dilution,90
pw,32.39296433772412,storm,broken_dilution,90
beale,27.450565000149485,storm,broken_dilution,90
rating,11.257165722068127,storm,broken_dilution,90
composite,9.201317992365908,storm,broken_dilution,90
truth,16.361572365735913,storm,broken_dilution,90
pw,13.364061329456923,unaltered,broken_dilution,90
beale,12.861568291625145,unaltered,broken_dilution,90
rating,10.407849377462842,unaltered,broken_dilution,90
composite,10.150453216765735,unaltered,broken_dilution,90
truth,11.961666880437278,unaltered,broken_dilution,90
pw,4.390393186818979,base,enrich,90
beale,4.618077333610554,base,enrich,90
rating,8.992142901450489,base,enrich,90
composite,9.529910626653558,base,enrich,90
truth,7.990678478835093,base,enrich,90
pw,2.736171960869526,storm,enrich,90
beale,3.657685549911205,storm,enrich,90
rating,47.298847498362456,storm,enrich,90
composite,54.626830929603095,storm,enrich,90
truth,57.5399956062732,storm,enrich,90
pw,4.264743244680516,unaltered,enrich,90
beale,4.556928786014932,unaltered,enrich,90
rating,11.779669769644048,unaltered,enrich,90
composite,12.782451049744617,unaltered,enrich,90
truth,10.645558595730492,unaltered,enrich,90
pw,12.526369518154004,base,none,90
beale,12.266985964669553,base,none,90
rating,10.952892806705629,base,none,90
composite,11.595011043941238,base,none,90
truth,13.304764039128235,base,none,90
pw,12.586982688140473,storm,none,90
beale,11.745977781128126,storm,none,90
rating,8.835537318943636,storm,none,90
composite,9.952794730006174,storm,none,90
truth,13.21941505385967,storm,none,90
pw,12.501074826703107,unaltered,none,90
beale,12.176294107028626,unaltered,none,90
rating,10.595604355837011,unaltered,none,90
composite,11.316594368542642,unaltered,none,90
truth,13.277155487727875,unaltered,none,90
pw,13.458483279268318,base,chemostatic,90
beale,13.491349924357815,base,chemostatic,90
rating,13.731371073336764,base,chemostatic,90
composite,13.70873327134758,base,chemostatic,90
truth,13.304764039128235,base,chemostatic,90
pw,13.412102003678957,storm,chemostatic,90
beale,13.511730310033295,storm,chemostatic,90
rating,14.163447932300015,storm,chemostatic,90
composite,14.039101816211822,storm,chemostatic,90
truth,13.248567941979198,storm,chemostatic,90
pw,13.451122877760195,unaltered,chemostatic,90
beale,13.49295901150407,unaltered,chemostatic,90
rating,13.79582806304911,unaltered,chemostatic,90
composite,13.758994878382666,unaltered,chemostatic,90
truth,13.295706428665888,unaltered,chemostatic,90
pw,12.836418166357882,base,broken_dilution,89
