method,estimate,flow,cq,runid
rating,6.511073214970635,unaltered,enrich,98
composite,7.56231394749067,unaltered,enrich,98
truth,10.635760461959345,unaltered,enrich,98
pw,11.65685574006449,base,none,98
beale,11.338057882500168,base,none,98
rating,9.253581223049434,base,none,98
composite,9.724080514513862,base,none,98
truth,13.31809522925741,base,none,98
pw,10.965474372108117,storm,none,98
beale,10.213997195023854,storm,none,98
rating,5.730419507544253,storm,none,98
composite,6.156974806152272,storm,none,98
truth,13.293153616181298,storm,none,98
pw,11.524488968582771,unaltered,none,98
beale,11.145439250659594,unaltered,none,98
rating,8.626583806216301,unaltered,none,98
composite,9.145288635201863,unaltered,none,98
truth,13.31962811012009,unaltered,none,98
pw,12.895592164365329,base,chemostatic,98
beale,12.87703513363729,base,chemostatic,98
rating,12.582981276192168,base,chemostatic,98
composite,12.714860418360768,base,chemostatic,98
truth,13.31809522925741,base,chemostatic,98
pw,12.786171782917595,storm,chemostatic,98
beale,12.787324132995744,storm,chemostatic,98
rating,12.180299478470012,storm,chemostatic,98
composite,12.541437695495102,storm,chemostatic,98
truth,13.279837346803077,storm,chemostatic,98
pw,12.863145985023154,unaltered,chemostatic,98
beale,12.85550868168272,unaltered,chemostatic,98
rating,12.495312427074579,unaltered,chemostatic,98
composite,12.683241963115382,unaltered,chemostatic,98
truth,13.311336788361936,unaltered,chemostatic,98
pw,13.211114451747143,base,broken_dilution,97
beale,13.504988546819542,base,broken_dilution,97
rating,10.8580965291801,base,broken_dilution,97
composite,10.442940180442116,base,broken_dilution,97
truth,10.661818795750799,base,broken_dilution,97
pw,33.6011807529665,storm,broken_dilution,97
beale,41.37161325693157,storm,broken_dilution,97
rating,13.410008287446614,storm,broken_dilution,97
composite,10.372844778027675,storm,broken_dilution,97
truth,15.034553145673534,storm,broken_dilution,97
pw,14.564639833341284,unaltered,broken_dilution,97
beale,14.860619891756041,unaltered,broken_dilution,97
rating,10.976756265827289,unaltered,broken_dilution,97
composite,10.551148667987514,unaltered,broken_dilution,97
truth,11.640588969432727,unaltered,broken_dilution,97
pw,3.948596040287098,base,enrich,97
beale,3.9412467631719195,base,enrich,97
rating,6.618485232673245,base,enrich,97
composite,7.168442303559553,base,enrich,97
truth,7.948265425654273,base,enrich,97
pw,2.003408277373247,storm,enrich,97
beale,2.030955581719271,storm,enrich,97
rating,18.037195028950904,storm,enrich,97
composite,26.135486861093778,storm,enrich,97
truth,56.97594792146145,storm,enrich,97
pw,3.7140486990184374,unaltered,enrich,97
beale,3.7383080958333066,unaltered,enrich,97
rating,9.128611657211133,unaltered,enrich,97
composite,10.284975533356695,unaltered,enrich,97
truth,10.575559347048976,unaltered,enrich,97
pw,15.32248481584781,base,none,97
beale,15.336500422797945,base,none,97
rating,15.515028434418818,base,none,97
composite,15.673224770801404,base,none,97
truth,13.317037176614722,base,none,97
pw,15.386523327511414,storm,none,97
beale,15.424595117502511,storm,none,97
rating,15.70429037620677,storm,none,97
composite,16.554565169466393,storm,none,97
truth,13.153621811922827,storm,none,97
pw,15.320909330423365,unaltered,none,97
beale,15.355607280640141,unaltered,none,97
rating,15.593145697741296,unaltered,none,97
composite,15.884983926725344,unaltered,none,97
truth,13.283347465510712,unaltered,none,97
pw,13.007030360401124,base,chemostatic,97
beale,13.101496133780676,base,chemostatic,97
rating,13.105183314439005,base,chemostatic,97
composite,13.001552665247571,base,chemostatic,97
truth,13.317037176614722,base,chemostatic,97
pw,12.836553476580649,storm,chemostatic,97
beale,13.162487922957915,storm,chemostatic,97
rating,13.389632866278015,storm,chemostatic,97
composite,13.143441206607278,storm,chemostatic,97
truth,13.288825971636955,storm,chemostatic,97
pw,12.972348831171614,unaltered,chemostatic,97
beale,13.101709854017267,unaltered,chemostatic,97
rating,13.129352773986227,unaltered,chemostatic,97
composite,13.01091489372645,unaltered,chemostatic,97
truth,13.312087640099618,unaltered,chemostatic,97
pw,13.329825495564759,base,broken_dilution,96
beale,13.335411501370933,base,broken_dilution,96
rating,11.029914433870312,base,broken_dilution,96
composite,10.829491205580338,base,broken_dilution,96
truth,10.668267313058632,base,broken_dilution,96
pw,33.55871300007928,storm,broken_dilution,96
beale,41.39260044691374,storm,broken_dilution,96
rating,14.381304656584714,storm,broken_dilution,96
composite,11.973340940108763,storm,broken_dilution,96
truth,15.2326447682141,storm,broken_dilution,96
pw,14.635880036248759,unaltered,broken_dilution,96
beale,14.901721441358644,unaltered,broken_dilution,96
rating,11.381069946080945,unaltered,broken_dilution,96
composite,11.07980542703509,unaltered,broken_dilution,96
truth,11.66305934876936,unaltered,broken_dilution,96
pw,3.730429510800557,base,enrich,96
beale,3.7912881081732244,base,enrich,96
rating,7.792917668360004,base,enrich,96
composite,8.5965562123673,base,enrich,96
truth,7.95251492105598,base,enrich,96
pw,1.8477060324429417,storm,enrich,96
beale,1.9213693103816938,storm,enrich,96
rating,19.335725464732683,storm,enrich,96
composite,29.706569904828626,storm,enrich,96
truth,56.910584154043796,storm,enrich,96
pw,3.4977828798416275,unaltered,enrich,96
beale,3.552667767318109,unaltered,enrich,96
rating,9.530830540269712,unaltered,enrich,96
composite,11.234146013873021,unaltered,enrich,96
truth,10.579756649494279,unaltered,enrich,96
pw,14.28207111475694,base,none,96
beale,14.333138090888388,base,none,96
rating,14.731178936714821,base,none,96
composite,16.00351235900231,base,none,96
truth,13.315665775690467,base,none,96
pw,14.113625532922386,storm,none,96
beale,14.644572140693091,storm,none,96
rating,18.30298344078933,storm,none,96
composite,19.86512429066721,storm,none,96
truth,13.34840827465054,storm,none,96
pw,14.229696216671167,unaltered,none,96
beale,14.348128590616922,unaltered,none,96
rating,15.32777776242062,unaltered,none,96
composite,16.692677456976106,unaltered,none,96
truth,13.339122834974988,unaltered,none,96
pw,13.270520197458064,base,chemostatic,96
beale,13.239656772506976,base,chemostatic,96
rating,13.146456129895753,base,chemostatic,96
composite,13.241460895855509,base,chemostatic,96
truth,13.315665775690467,base,chemostatic,96
pw,13.284940903480424,storm,chemostatic,96
beale,13.1940289924966,storm,chemostatic,96
rating,12.870821187247389,storm,chemostatic,96
composite,13.129779013653941,storm,chemostatic,96
truth,13.288368253292234,storm,chemostatic,96
pw,13.261110919386795,unaltered,chemostatic,96
beale,13.231251412949927,unaltered,chemostatic,96
rating,13.105650540121843,unaltered,chemostatic,96
composite,13.23034013098172,unaltered,chemostatic,96
truth,13.310296191447542,unaltered,chemostatic,96
pw,14.235222681183874,base,broken_dilution,95
beale,14.230499797957375,base,broken_dilution,95
rating,11.526052585155727,base,broken_dilution,95
composite,11.375613470633214,base,broken_dilution,95
truth,10.660456109892568,base,broken_dilution,95
pw,36.42251664273104,storm,broken_dilution,95
beale,42.553813383664746,storm,broken_dilution,95
rating,13.987418051989488,storm,broken_dilution,95
composite,12.631319522620368,storm,broken_dilution,95
truth,14.90115236600257,storm,broken_dilution,95
pw,15.640768604341456,unaltered,broken_dilution,95
beale,15.641514792796348,unaltered,broken_dilution,95
rating,11.60953490956933,unaltered,broken_dilution,95
composite,11.582761696225393,unaltered,broken_dilution,95
truth,11.31963353372563,unaltered,broken_dilution,95
pw,3.779258725838512,base,enrich,95
beale,3.749934579049811,base,enrich,95
rating,6.362265853603093,base,enrich,95
composite,7.20592260480412,base,enrich,95
truth,7.967988347720287,base,enrich,95
pw,1.9392193125378947,storm,enrich,95
beale,1.9284682951863468,storm,enrich,95
rating,15.106071577831901,storm,enrich,95
composite,24.231545237087918,storm,enrich,95
truth,57.46278226486827,storm,enrich,95
pw,3.5628732694955914,unaltered,enrich,95
beale,3.56106652287919,unaltered,enrich,95
rating,8.104963908488472,unaltered,enrich,95
composite,9.755969108794107,unaltered,enrich,95
truth,10.610164918320528,unaltered,enrich,95
pw,13.175440405477598,base,none,95
beale,13.222932050241846,base,none,95
rating,12.313435385299226,base,none,95
composite,13.206112788927939,base,none,95
truth,13.309281429387156,base,none,95
pw,12.616582080771105,storm,none,95
beale,13.157725791495764,storm,none,95
rating,11.583410771302702,storm,none,95
composite,12.43606042167483,storm,none,95
truth,13.260667930702823,storm,none,95
pw,13.09717492548829,unaltered,none,95
beale,13.19349552366607,unaltered,none,95
rating,12.14948752819676,unaltered,none,95
composite,13.112077450951443,unaltered,none,95
truth,13.297182644675429,unaltered,none,95
pw,13.59878802716179,base,chemostatic,95
beale,13.484161697938687,base,chemostatic,95
rating,12.972059007253677,base,chemostatic,95
composite,13.089925231648772,base,chemostatic,95
truth,13.309281429387156,base,chemostatic,95
pw,13.556505435576044,storm,chemostatic,95
beale,13.227035106861319,storm,chemostatic,95
rating,11.829897622929721,storm,chemostatic,95
composite,12.154687734507215,storm,chemostatic,95
truth,13.267500819905662,storm,chemostatic,95
pw,13.578835669979927,unaltered,chemostatic,95
beale,13.446133117276188,unaltered,chemostatic,95
rating,12.786146017346463,unaltered,chemostatic,95
composite,12.94639852871489,unaltered,chemostatic,95
truth,13.30226764914075,unaltered,chemostatic,95
pw,13.668482261328586,base,broken_dilution,94
beale,13.837841750411402,base,broken_dilution,94
rating,11.19557762621809,base,broken_dilution,94
composite,11.103372588966648,base,broken_dilution,94
truth,10.656803445141165,base,broken_dilution,94
pw,34.72871949291136,storm,broken_dilution,94
beale,42.9562248078127,storm,broken_dilution,94
rating,14.015228632597406,storm,broken_dilution,94
composite,11.696495653202774,storm,broken_dilution,94
truth,15.356428699684326,storm,broken_dilution,94
pw,15.093123379074317,unaltered,broken_dilution,94
beale,15.384097165850928,unaltered,broken_dilution,94
rating,11.448351545828494,unaltered,broken_dilution,94
composite,11.426243559174917,unaltered,broken_dilution,94
truth,11.79049689018596,unaltered,broken_dilution,94
pw,3.630677348358468,base,enrich,94
beale,3.5977212922642967,base,enrich,94
rating,5.811849463733789,base,enrich,94
composite,6.701735932307143,base,enrich,94
truth,7.98464499954787,base,enrich,94
pw,1.822306205092322,storm,enrich,94
beale,1.741813376375803,storm,enrich,94
rating,12.208910140509635,storm,enrich,94
composite,21.661714118575595,storm,enrich,94
truth,57.14431271911414,storm,enrich,94
pw,3.378217504407137,unaltered,enrich,94
beale,3.3416352359604637,unaltered,enrich,94
rating,6.814040647083003,unaltered,enrich,94
composite,8.597278316858684,unaltered,enrich,94
truth,10.62569292148789,unaltered,enrich,94
pw,12.569515269745107,base,none,94
beale,12.621806121094515,base,none,94
rating,12.433258966706317,base,none,94
composite,12.0179747379653,base,none,94
truth,13.314386546935644,base,none,94
pw,12.617181996878774,storm,none,94
beale,12.462873645231365,storm,none,94
rating,12.5883376126263,storm,none,94
composite,11.569657274421905,storm,none,94
truth,13.307258417448022,storm,none,94
pw,12.570187407600919,unaltered,none,94
beale,12.594237357113677,unaltered,none,94
rating,12.430650448541208,unaltered,none,94
composite,11.881665451008438,unaltered,none,94
truth,13.30638145434312,unaltered,none,94
pw,13.270963667898442,base,chemostatic,94
beale,13.289322486158655,base,chemostatic,94
rating,13.903442368123661,base,chemostatic,94
composite,14.072911703710632,base,chemostatic,94
truth,13.314386546935644,base,chemostatic,94
pw,13.429320747871992,storm,chemostatic,94
beale,13.401029593165775,storm,chemostatic,94
rating,14.829760296534012,storm,chemostatic,94
composite,15.281740687099735,storm,chemostatic,94
truth,13.282774493572127,storm,chemostatic,94
pw,13.294434034802856,unaltered,chemostatic,94
beale,13.304829490868071,unaltered,chemostatic,94
rating,14.071235644238765,unaltered,chemostatic,94
composite,14.295730915199615,unaltered,chemostatic,94
truth,13.308916494008294,unaltered,chemostatic,94
pw,13.032312168302187,base,broken_dilution,93
beale,13.109966647951635,base,broken_dilution,93
rating,10.40471756353533,base,broken_dilution,93
composite,10.107972677517111,base,broken_dilution,93
truth,10.653917374579168,base,broken_dilution,93
pw,32.74494747701752,storm,broken_dilution,93
beale,40.6583847368325,storm,broken_dilution,93
rating,12.634189672576374,storm,broken_dilution,93
composite,9.895085072042997,storm,broken_dilution,93
truth,14.830691835723853,storm,broken_dilution,93
pw,14.22709717870462,unaltered,broken_dilution,93
beale,14.463953910961246,unaltered,broken_dilution,93
rating,10.537389291476412,unaltered,broken_dilution,93
composite,10.199255212333709,unaltered,broken_dilution,93
truth,11.411259071930608,unaltered,broken_dilution,93
pw,3.9433280070347005,base,enrich,93
beale,3.9342573829140965,base,enrich,93
rating,7.154733380215058,base,enrich,93
composite,8.703974027473489,base,enrich,93
truth,7.99887270006337,base,enrich,93
pw,2.0745906418599174,storm,enrich,93
beale,2.045315605690007,storm,enrich,93
rating,16.00438639422972,storm,enrich,93
composite,29.37856208839505,storm,enrich,93
truth,57.94735906856044,storm,enrich,93
pw,3.731010047207823,unaltered,enrich,93
beale,3.7211291396244106,unaltered,enrich,93
rating,8.816364661209626,unaltered,enrich,93
composite,11.614404007020749,unaltered,enrich,93
truth,10.669533161215055,unaltered,enrich,93
pw,14.368112771075992,base,none,93
beale,14.449491742730606,base,none,93
rating,13.808736442366856,base,none,93
composite,13.843917002496736,base,none,93
truth,13.319359067133584,base,none,93
pw,13.46729147665671,storm,none,93
beale,14.328526695055647,storm,none,93
rating,13.780612561799671,storm,none,93
composite,11.97558716633012,storm,none,93
truth,13.166738513174208,storm,none,93
pw,14.245461996273109,unaltered,none,93
beale,14.430875563672943,unaltered,none,93
rating,13.7807147899187,unaltered,none,93
composite,13.511318508505013,unaltered,none,93
truth,13.26495965999399,unaltered,none,93
pw,13.038876275992667,base,chemostatic,93
beale,13.081846162288373,base,chemostatic,93
rating,13.130491297846099,base,chemostatic,93
composite,13.104537247693408,base,chemostatic,93
truth,13.319359067133584,base,chemostatic,93
pw,12.868117467927632,storm,chemostatic,93
beale,13.0466831874286,storm,chemostatic,93
rating,13.22403696374205,storm,chemostatic,93
composite,12.968664082273238,storm,chemostatic,93
truth,13.29432699747642,storm,chemostatic,93
pw,13.013732769796924,unaltered,chemostatic,93
beale,13.071795925958291,unaltered,chemostatic,93
rating,13.135054244297065,unaltered,chemostatic,93
composite,13.081256958537061,unaltered,chemostatic,93
truth,13.314565876107338,unaltered,chemostatic,93
pw,13.173781727641284,base,broken_dilution,92
beale,13.341053258943568,base,broken_dilution,92
rating,10.635151949006703,base,broken_dilution,92
composite,10.528979561557716,base,broken_dilution,92
truth,10.649290921936608,base,broken_dilution,92
pw,33.21284890042007,storm,broken_dilution,92
beale,43.09971147365809,storm,broken_dilution,92
rating,13.317173151989502,storm,broken_dilution,92
composite,10.416113262305732,storm,broken_dilution,92
truth,15.106073005711135,storm,broken_dilution,92
pw,14.543765696304831,unaltered,broken_dilution,92
beale,14.955412950559895,unaltered,broken_dilution,92
rating,10.88085793413261,unaltered,broken_dilution,92
composite,10.657767027335069,unaltered,broken_dilution,92
truth,11.444422846315792,unaltered,broken_dilution,92
pw,3.94834458924618,base,enrich,92
beale,3.9602624294906095,base,enrich,92
rating,6.9087950027703,base,enrich,92
composite,7.693550424118166,base,enrich,92
truth,7.965361643174664,base,enrich,92
pw,2.0801034187235556,storm,enrich,92
beale,2.0914552389218977,storm,enrich,92
rating,15.61536204586302,storm,enrich,92
composite,24.309596827235453,storm,enrich,92
truth,57.14557807906937,storm,enrich,92
pw,3.7249012488346964,unaltered,enrich,92
beale,3.7368574964813934,unaltered,enrich,92
rating,8.91566058056913,unaltered,enrich,92
composite,10.534471818584743,unaltered,enrich,92
truth,10.600017326810905,unaltered,enrich,92
pw,14.118606365832346,base,none,92
beale,13.548903569687445,base,none,92
rating,11.186934564257621,base,none,92
composite,11.730567921744225,base,none,92
truth,13.313959990529169,base,none,92
pw,14.72116388964952,storm,none,92
beale,12.530335546278254,storm,none,92
rating,7.498326951033928,storm,none,92
composite,9.185388184016277,storm,none,92
truth,13.300441419427925,storm,none,92
pw,14.151024121157315,unaltered,none,92
beale,13.414977746422156,unaltered,none,92
rating,10.583449210628833,unaltered,none,92
composite,11.281504478288554,unaltered,none,92
truth,13.321679738358734,unaltered,none,92
pw,13.484649562668197,base,chemostatic,92
beale,13.550612918430089,base,chemostatic,92
rating,13.727999673454423,base,chemostatic,92
composite,13.67644688139298,base,chemostatic,92
truth,13.313959990529169,base,chemostatic,92
pw,13.394355115621561,storm,chemostatic,92
beale,13.641592923426321,storm,chemostatic,92
rating,14.094051485880707,storm,chemostatic,92
composite,13.918715897466363,storm,chemostatic,92
truth,13.28238345787259,storm,chemostatic,92
pw,13.468019240057998,unaltered,chemostatic,92
beale,13.557404842381116,unaltered,chemostatic,92
rating,13.784021579083808,unaltered,chemostatic,92
composite,13.716884401808471,unaltered,chemostatic,92
truth,13.307690718913477,unaltered,chemostatic,92
pw,13.271102144885253,base,broken_dilution,91
beale,13.281088263604868,base,broken_dilution,91
rating,10.703339337336777,base,broken_dilution,91
composite,10.463099562680657,base,broken_dilution,91
truth,10.665527119776316,base,broken_dilution,91
pw,34.50572999656156,storm,broken_dilution,91
beale,40.71716713610209,storm,broken_dilution,91
rating,13.188188555824361,storm,broken_dilution,91
composite,10.022497000557722,storm,broken_dilution,91
truth,16.468969465101146,storm,broken_dilution,91
pw,15.008671673630113,unaltered,broken_dilution,91
beale,15.093263279210364,unaltered,broken_dilution,91
rating,11.077468388796238,unaltered,broken_dilution,91
composite,10.693143731073802,unaltered,broken_dilution,91
truth,11.69656416806127,unaltered,broken_dilution,91
pw,3.9303270931504057,base,enrich,91
beale,3.910981004428892,base,enrich,91
rating,7.159063746150398,base,enrich,91
composite,8.229441833544334,base,enrich,91
truth,7.988467618038793,base,enrich,91
pw,2.0104975026201646,storm,enrich,91
beale,1.986083464226184,storm,enrich,91
rating,19.845627636410025,storm,enrich,91
composite,32.98131234071994,storm,enrich,91
truth,57.47524571609181,storm,enrich,91
pw,3.677282291412786,unaltered,enrich,91
beale,3.6588743125684324,unaltered,enrich,91
rating,10.710554081251702,unaltered,enrich,91
composite,13.373555303183984,unaltered,enrich,91
truth,10.63703312983058,unaltered,enrich,91
pw,12.481771032268298,base,none,91
beale,12.469785154815904,base,none,91
rating,11.089111526037623,base,none,91
composite,11.374365486179153,base,none,91
truth,13.306253589683838,base,none,91
pw,12.146214186140325,storm,none,91
beale,12.365225339747646,storm,none,91
rating,9.402930919994859,storm,none,91
composite,9.969697515277684,storm,none,91
truth,13.375291075741467,storm,none,91
pw,12.406216280399095,unaltered,none,91
beale,12.44618226155965,unaltered,none,91
rating,10.805667304103814,unaltered,none,91
composite,11.161106150800011,unaltered,none,91
truth,13.34159674598193,unaltered,none,91
pw,13.068275024926189,base,chemostatic,91
beale,13.046771976081398,base,chemostatic,91
rating,12.958274619823015,base,chemostatic,91
composite,13.074550738421225,base,chemostatic,91
truth,13.306253589683838,base,chemostatic,91
pw,13.030984872447375,storm,chemostatic,91
beale,12.974057489583117,storm,chemostatic,91
rating,12.687520663397665,storm,chemostatic,91
composite,12.92256511968865,storm,chemostatic,91
truth,13.244893772211435,storm,chemostatic,91
pw,13.055554175359685,unaltered,chemostatic,91
beale,13.030748226974074,unaltered,chemostatic,91
rating,12.907943569636585,unaltered,chemostatic,91
composite,13.055378488353288,unaltered,chemostatic,91
truth,13.297205882759272,unaltered,chemostatic,91
pw,13.188504110060848,base,broken_dilution,90
beale,13.277913962240099,base,broken_dilution,90
rating,10.67361534156496,base,broken_dilution,90
composite,10.569086942472419,base,broken_dilution,90
truth,10.647359428738634,base,broken_dilution,90
pw,33.94068173810329,storm,broken_dilution,90
beale,42.3902762671049,storm,broken_dilution,90
rating,13.307825908454424,storm,broken_dilution,90
composite,11.607887837227928,storm,broken_dilution,90
truth,15.169054074537726,storm,broken_dilution,90
pw,14.456675462713973,unaltered,broken_dilution,90
beale,14.750820795751231,unaltered,broken_dilution,90
rating,10.79260796049629,unaltered,broken_dilution,90
composite,10.710071909925922,unaltered,broken_dilution,90
truth,11.559416084096819,unaltered,broken_dilution,90
pw,3.962726963009377,base,enrich,90
beale,3.9322822528833132,base,enrich,90
rating,7.037405598684967,base,enrich,90
composite,8.234457501620307,base,enrich,90
truth,7.96327128324973,base,enrich,90
pw,2.053234909490112,storm,enrich,90
beale,2.010220160251934,storm,enrich,90
rating,14.712918072194679,storm,enrich,90
composite,25.607033822117817,storm,enrich,90
truth,56.81688558609209,storm,enrich,90
pw,3.787418521250892,unaltered,enrich,90
beale,3.747696742257266,unaltered,enrich,90
rating,9.04133225064084,unaltered,enrich,90
composite,11.454406079347292,unaltered,enrich,90
truth,10.585514093630291,unaltered,enrich,90
pw,14.082032194230054,base,none,90
beale,14.107817151647684,base,none,90
rating,15.915391392330486,base,none,90
composite,16.91483567725828,base,none,90
truth,13.310708887932305,base,none,90
pw,14.156297232329313,storm,none,90
beale,14.398831854132244,storm,none,90
rating,19.86001158152154,storm,none,90
composite,21.16539615268186,storm,none,90
truth,13.329841935185236,storm,none,90
pw,14.104007218986945,unaltered,none,90
beale,14.136851347078952,unaltered,none,90
rating,16.518293459825525,unaltered,none,90
composite,17.627737959369437,unaltered,none,90
truth,13.325303644657344,unaltered,none,90
pw,12.971724528268453,base,chemostatic,90
beale,12.9137238000363,base,chemostatic,90
rating,13.024260244893062,base,chemostatic,90
composite,13.12631592198356,base,chemostatic,90
truth,13.310708887932305,base,chemostatic,90
pw,13.052146526868428,storm,chemostatic,90
beale,12.83194585929239,storm,chemostatic,90
rating,13.01865943027419,storm,chemostatic,90
composite,13.110965834228335,storm,chemostatic,90
truth,13.273430791759873,storm,chemostatic,90
pw,12.974988857879357,unaltered,chemostatic,90
beale,12.89833670384902,unaltered,chemostatic,90
rating,13.019753762706497,unaltered,chemostatic,90
composite,13.112576918748816,unaltered,chemostatic,90
truth,13.304106093538932,unaltered,chemostatic,90
