method,estimate,flow,cq,runid
pw,12.47290823419693,storm,none,97
beale,13.077484099438669,storm,none,97
rating,14.550224187149743,storm,none,97
composite,14.49855481976747,storm,none,97
truth,13.321065392532242,storm,none,97
pw,12.689546881748466,unaltered,none,97
beale,13.020008905162905,unaltered,none,97
rating,13.571545254896174,unaltered,none,97
composite,13.621106208217071,unaltered,none,97
truth,13.311167566663347,unaltered,none,97
pw,13.269944968695249,base,chemostatic,97
beale,13.27303959026894,base,chemostatic,97
rating,13.260839586185334,base,chemostatic,97
composite,13.363535064243921,base,chemostatic,97
truth,13.314519914080895,base,chemostatic,97
pw,13.28427854447162,storm,chemostatic,97
beale,13.288130911381051,storm,chemostatic,97
rating,13.07921278561548,storm,chemostatic,97
composite,13.28828529294983,storm,chemostatic,97
truth,13.262883741328341,storm,chemostatic,97
pw,13.26654213456123,unaltered,chemostatic,97
beale,13.269276553793595,unaltered,chemostatic,97
rating,13.220268612130562,unaltered,chemostatic,97
composite,13.34604517559694,unaltered,chemostatic,97
truth,13.300601119615397,unaltered,chemostatic,97
pw,25.056742448748402,base,broken_dilution,96
beale,25.058296753767067,base,broken_dilution,96
rating,24.830784288594774,base,broken_dilution,96
composite,25.01471439922345,base,broken_dilution,96
truth,24.080442865709955,base,broken_dilution,96
pw,24.809792363417674,storm,broken_dilution,96
beale,24.835296217067103,storm,broken_dilution,96
rating,24.080166477117036,storm,broken_dilution,96
composite,24.318206033002216,storm,broken_dilution,96
truth,19.21734475169976,storm,broken_dilution,96
pw,24.964797773089927,unaltered,broken_dilution,96
beale,24.987458762113583,unaltered,broken_dilution,96
rating,24.60016016671572,unaltered,broken_dilution,96
composite,24.783387973165304,unaltered,broken_dilution,96
truth,23.10433564193811,unaltered,broken_dilution,96
pw,121.67253250886337,base,enrich,96
beale,122.9861140032738,base,enrich,96
rating,138.21563060157195,base,enrich,96
composite,140.02088376156294,base,enrich,96
truth,135.17566429908956,base,enrich,96
pw,126.22448305158905,storm,enrich,96
beale,130.78749117435552,storm,enrich,96
rating,179.1618099945949,storm,enrich,96
composite,184.00816809268846,storm,enrich,96
truth,180.1235103006272,storm,enrich,96
pw,123.39394481823305,unaltered,enrich,96
beale,125.23190276775802,unaltered,enrich,96
rating,150.10119366648524,unaltered,enrich,96
composite,152.57139062751725,unaltered,enrich,96
truth,145.50538710267273,unaltered,enrich,96
pw,14.073645098958417,base,none,96
beale,14.43445294889756,base,none,96
rating,14.699928640528409,base,none,96
composite,14.942594949600318,base,none,96
truth,13.314515587030717,base,none,96
pw,13.452466595300713,storm,none,96
beale,15.004853563356544,storm,none,96
rating,17.142501799503798,storm,none,96
composite,15.941744292935406,storm,none,96
truth,13.195588447904086,storm,none,96
pw,13.97176471222614,unaltered,none,96
beale,14.564252234892763,unaltered,none,96
rating,15.292448581530751,unaltered,none,96
composite,15.272496413778576,unaltered,none,96
truth,13.25981074195143,unaltered,none,96
pw,13.348865044175676,base,chemostatic,96
beale,13.373037971002272,base,chemostatic,96
rating,13.48609205350487,base,chemostatic,96
composite,13.511929861029936,base,chemostatic,96
truth,13.314515587030717,base,chemostatic,96
pw,13.371736228871466,storm,chemostatic,96
beale,13.452188727425275,storm,chemostatic,96
rating,13.841342637425315,storm,chemostatic,96
composite,13.798090985818865,storm,chemostatic,96
truth,13.262598363933456,storm,chemostatic,96
pw,13.352470233270894,unaltered,chemostatic,96
beale,13.387522110643127,unaltered,chemostatic,96
rating,13.5716336079838,unaltered,chemostatic,96
composite,13.584476011994145,unaltered,chemostatic,96
truth,13.300115413108813,unaltered,chemostatic,96
pw,25.279290429398582,base,broken_dilution,95
beale,25.278763697465024,base,broken_dilution,95
rating,25.123117039388056,base,broken_dilution,95
composite,25.211643818197327,base,broken_dilution,95
truth,24.085676441639517,base,broken_dilution,95
pw,25.12011585091528,storm,broken_dilution,95
beale,25.05103586838013,storm,broken_dilution,95
rating,24.312761232392056,storm,broken_dilution,95
composite,24.38071580757411,storm,broken_dilution,95
truth,19.207734409013604,storm,broken_dilution,95
pw,25.214689513066972,unaltered,broken_dilution,95
beale,25.2118698725883,unaltered,broken_dilution,95
rating,24.9085224529278,unaltered,broken_dilution,95
composite,24.990518035046524,unaltered,broken_dilution,95
truth,23.105917641248393,unaltered,broken_dilution,95
pw,121.24082814887954,base,enrich,95
beale,123.06007332111656,base,enrich,95
rating,136.10759989462161,base,enrich,95
composite,138.10826161780662,base,enrich,95
truth,135.2441902793882,base,enrich,95
pw,124.57066731345454,storm,enrich,95
beale,130.3465860620463,storm,enrich,95
rating,171.14676829266133,storm,enrich,95
composite,175.3515002285478,storm,enrich,95
truth,180.3300502525657,storm,enrich,95
pw,122.69032789825883,unaltered,enrich,95
beale,125.1590447792788,unaltered,enrich,95
rating,146.5190281594407,unaltered,enrich,95
composite,149.0547717052713,unaltered,enrich,95
truth,145.59500059735242,unaltered,enrich,95
pw,14.004262638038032,base,none,95
beale,14.105518271127007,base,none,95
rating,13.657415465715014,base,none,95
composite,13.975209673527772,base,none,95
truth,13.310824844408842,base,none,95
pw,13.842443982131874,storm,none,95
beale,14.379024458594072,storm,none,95
rating,13.489639182205257,storm,none,95
composite,13.437839982322371,storm,none,95
truth,13.274309207628663,storm,none,95
pw,13.961368997510668,unaltered,none,95
beale,14.15467164332503,unaltered,none,95
rating,13.603142818210925,unaltered,none,95
composite,13.873438303327822,unaltered,none,95
truth,13.288090894051605,unaltered,none,95
pw,13.038533642896763,base,chemostatic,95
beale,12.956518515839424,base,chemostatic,95
rating,12.932490848599942,base,chemostatic,95
composite,13.027353411819984,base,chemostatic,95
truth,13.310824844408842,base,chemostatic,95
pw,13.167760592759233,storm,chemostatic,95
beale,12.910656409493996,storm,chemostatic,95
rating,12.856813520286078,storm,chemostatic,95
composite,13.122631162991755,storm,chemostatic,95
truth,13.249466108266551,storm,chemostatic,95
pw,13.056072097248943,unaltered,chemostatic,95
beale,12.939373454008043,unaltered,chemostatic,95
rating,12.901515610570353,unaltered,chemostatic,95
composite,13.028464779264285,unaltered,chemostatic,95
truth,13.294788711393041,unaltered,chemostatic,95
pw,25.07111458121604,base,broken_dilution,94
beale,24.944989370747948,base,broken_dilution,94
rating,24.851790063504595,base,broken_dilution,94
composite,25.041647913042652,base,broken_dilution,94
truth,24.076112651118613,base,broken_dilution,94
pw,25.37816369747623,storm,broken_dilution,94
beale,24.757415305664736,storm,broken_dilution,94
rating,24.309964238557626,storm,broken_dilution,94
composite,24.847349902838147,storm,broken_dilution,94
truth,19.221535914728033,storm,broken_dilution,94
pw,25.118595242523593,unaltered,broken_dilution,94
beale,24.888348890102023,unaltered,broken_dilution,94
rating,24.69908755021699,unaltered,broken_dilution,94
composite,24.972386143717067,unaltered,broken_dilution,94
truth,23.10244933544268,unaltered,broken_dilution,94
pw,120.46984807824074,base,enrich,94
beale,121.91866057376869,base,enrich,94
rating,135.71393379674575,base,enrich,94
composite,137.72790627792426,base,enrich,94
truth,135.23464191222146,base,enrich,94
pw,124.37609921220339,storm,enrich,94
beale,128.81507388153358,storm,enrich,94
rating,172.43204831880922,storm,enrich,94
composite,177.34799684284152,storm,enrich,94
truth,180.3022368845795,storm,enrich,94
pw,122.06276891485741,unaltered,enrich,94
beale,123.93440371153648,unaltered,enrich,94
rating,146.4112959909977,unaltered,enrich,94
composite,149.1078002571311,unaltered,enrich,94
truth,145.5789888738662,unaltered,enrich,94
pw,12.346909913326169,base,none,94
beale,12.310372862258188,base,none,94
rating,11.750827820836864,base,none,94
composite,11.934715924243951,base,none,94
truth,13.31482014974943,base,none,94
pw,12.116255136261845,storm,none,94
beale,11.763552888535221,storm,none,94
rating,10.495470215640761,storm,none,94
composite,10.598912841529428,storm,none,94
truth,13.26650631523534,storm,none,94
pw,12.23509806090168,unaltered,none,94
beale,12.17390186270328,unaltered,none,94
rating,11.393656676157372,unaltered,none,94
composite,11.546619841376168,unaltered,none,94
truth,13.302033486662822,unaltered,none,94
pw,13.422035209149719,base,chemostatic,94
beale,13.471008325549494,base,chemostatic,94
rating,13.551531280001331,base,chemostatic,94
composite,13.504045293942008,base,chemostatic,94
truth,13.31482014974943,base,chemostatic,94
pw,13.36819331991382,storm,chemostatic,94
beale,13.484105885001721,storm,chemostatic,94
rating,13.822753947711256,storm,chemostatic,94
composite,13.601631554467128,storm,chemostatic,94
truth,13.274042294674722,storm,chemostatic,94
pw,13.398334035313853,unaltered,chemostatic,94
beale,13.472877081728338,unaltered,chemostatic,94
rating,13.610837948722274,unaltered,chemostatic,94
composite,13.521951304413252,unaltered,chemostatic,94
truth,13.302679949275651,unaltered,chemostatic,94
pw,25.344541149122414,base,broken_dilution,93
beale,25.369542337746754,base,broken_dilution,93
rating,24.93275126049915,base,broken_dilution,93
composite,24.920217234993604,base,broken_dilution,93
truth,24.090656005104425,base,broken_dilution,93
pw,24.903988361284704,storm,broken_dilution,93
beale,24.92281348470426,storm,broken_dilution,93
rating,23.481133564224415,storm,broken_dilution,93
composite,23.249262138046912,storm,broken_dilution,93
truth,19.238775637791104,storm,broken_dilution,93
pw,25.187904075698967,unaltered,broken_dilution,93
beale,25.2322291155343,unaltered,broken_dilution,93
rating,24.49291433984656,unaltered,broken_dilution,93
composite,24.418575015388893,unaltered,broken_dilution,93
truth,23.118474588099943,unaltered,broken_dilution,93
pw,121.70974893399047,base,enrich,93
beale,123.06355484180003,base,enrich,93
rating,133.8853667756653,base,enrich,93
composite,135.30849985262475,base,enrich,93
truth,135.1875294615023,base,enrich,93
pw,125.03132333161874,storm,enrich,93
beale,128.34906595040843,storm,enrich,93
rating,161.54623071595327,storm,enrich,93
composite,165.74265896466187,storm,enrich,93
truth,179.9494688274674,storm,enrich,93
pw,123.02599139817448,unaltered,enrich,93
beale,124.71247625174809,unaltered,enrich,93
rating,142.3313368753567,unaltered,enrich,93
composite,144.3239081636756,unaltered,enrich,93
truth,145.47978101852343,unaltered,enrich,93
pw,14.007296332032963,base,none,93
beale,13.98766910772507,base,none,93
rating,13.05435502013842,base,none,93
composite,13.367029774546822,base,none,93
truth,13.313655894730553,base,none,93
pw,14.254379759476938,storm,none,93
beale,13.691841087979839,storm,none,93
rating,11.865005619159183,storm,none,93
composite,12.152709797587331,storm,none,93
truth,13.370831782084142,storm,none,93
pw,14.017411753013912,unaltered,none,93
beale,13.909796573310837,unaltered,none,93
rating,12.725335032431486,unaltered,none,93
composite,13.030768942113943,unaltered,none,93
truth,13.359181932580103,unaltered,none,93
pw,13.01812639673114,base,chemostatic,93
beale,13.030098278842583,base,chemostatic,93
rating,13.130477847370079,base,chemostatic,93
composite,13.190442446372527,base,chemostatic,93
truth,13.313655894730553,base,chemostatic,93
pw,13.035512204108604,storm,chemostatic,93
beale,13.105159928562378,storm,chemostatic,93
rating,13.435662800795555,storm,chemostatic,93
composite,13.499132732044094,storm,chemostatic,93
truth,13.262994797308165,storm,chemostatic,93
pw,13.023727820833718,unaltered,chemostatic,93
beale,13.044629407465624,unaltered,chemostatic,93
rating,13.208125960480887,unaltered,chemostatic,93
composite,13.269038081599062,unaltered,chemostatic,93
truth,13.299661536877927,unaltered,chemostatic,93
pw,25.02202380914179,base,broken_dilution,92
beale,24.976172519028264,base,broken_dilution,92
rating,24.96156675326984,base,broken_dilution,92
composite,25.160274333261704,base,broken_dilution,92
truth,24.079765016666183,base,broken_dilution,92
pw,24.99070087436317,storm,broken_dilution,92
beale,24.92924794702793,storm,broken_dilution,92
rating,24.686877323082253,storm,broken_dilution,92
composite,25.03904058745834,storm,broken_dilution,92
truth,19.217702423391586,storm,broken_dilution,92
pw,25.01256364184308,unaltered,broken_dilution,92
beale,24.952813404231268,unaltered,broken_dilution,92
rating,24.887403318626923,unaltered,broken_dilution,92
composite,25.122898879105314,unaltered,broken_dilution,92
truth,23.105630195557953,unaltered,broken_dilution,92
pw,120.74678391730222,base,enrich,92
beale,122.0857321112398,base,enrich,92
rating,135.26575415251932,base,enrich,92
composite,137.4188516883218,base,enrich,92
truth,135.2998929369654,base,enrich,92
pw,124.76820017946439,storm,enrich,92
beale,128.21044217789827,storm,enrich,92
rating,170.02958795369628,storm,enrich,92
composite,175.51682976673493,storm,enrich,92
truth,180.63404266614273,storm,enrich,92
pw,122.31676716570479,unaltered,enrich,92
beale,123.95477219264282,unaltered,enrich,92
rating,145.6783712634178,unaltered,enrich,92
composite,148.59935248506545,unaltered,enrich,92
truth,145.70422924301238,unaltered,enrich,92
pw,14.243352224016471,base,none,92
beale,14.149592184595956,base,none,92
rating,13.628459835686165,base,none,92
composite,13.934835076433824,base,none,92
truth,13.314946039953512,base,none,92
pw,14.48804967084308,storm,none,92
beale,13.61040106061712,storm,none,92
rating,12.901341020937423,storm,none,92
composite,13.554708684493285,storm,none,92
truth,13.294724136838925,storm,none,92
pw,14.253666837398796,unaltered,none,92
beale,14.015274860639092,unaltered,none,92
rating,13.371951828335876,unaltered,none,92
composite,13.718541822701395,unaltered,none,92
truth,13.309469077595386,unaltered,none,92
pw,13.492684109880843,base,chemostatic,92
beale,13.498078201357396,base,chemostatic,92
rating,13.585148506039179,base,chemostatic,92
composite,13.61212562801979,base,chemostatic,92
truth,13.314946039953512,base,chemostatic,92
pw,13.556829681238563,storm,chemostatic,92
beale,13.542092347518725,storm,chemostatic,92
rating,13.796725863181598,storm,chemostatic,92
composite,13.823232008118723,storm,chemostatic,92
truth,13.257044062104306,storm,chemostatic,92
pw,13.504551701988913,unaltered,chemostatic,92
beale,13.505852215109082,unaltered,chemostatic,92
rating,13.638706678592934,unaltered,chemostatic,92
composite,13.666600963405573,unaltered,chemostatic,92
truth,13.299743296782037,unaltered,chemostatic,92
pw,25.119963066997364,base,broken_dilution,91
beale,25.011929855251466,base,broken_dilution,91
rating,24.790629577562587,base,broken_dilution,91
composite,25.003482519133275,base,broken_dilution,91
truth,24.084483698242508,base,broken_dilution,91
pw,25.11357945245537,storm,broken_dilution,91
beale,24.772854258026065,storm,broken_dilution,91
rating,23.785511970378366,storm,broken_dilution,91
composite,24.28372766218518,storm,broken_dilution,91
truth,19.219917901650092,storm,broken_dilution,91
pw,25.08315556508361,unaltered,broken_dilution,91
beale,24.944292824873184,unaltered,broken_dilution,91
rating,24.534445792591377,unaltered,broken_dilution,91
composite,24.805673302979567,unaltered,broken_dilution,91
truth,23.10807434526254,unaltered,broken_dilution,91
pw,118.05431395708843,base,enrich,91
beale,119.65442153903157,base,enrich,91
rating,135.24624973133476,base,enrich,91
composite,137.15106089897662,base,enrich,91
truth,135.2229849974947,base,enrich,91
pw,122.03060314154158,storm,enrich,91
beale,127.8986226777748,storm,enrich,91
rating,177.57980204422788,storm,enrich,91
composite,180.3648764303077,storm,enrich,91
truth,180.4291389236906,storm,enrich,91
pw,119.73170636837447,unaltered,enrich,91
beale,122.00120336980936,unaltered,enrich,91
rating,147.43790057579318,unaltered,enrich,91
composite,149.68170019865104,unaltered,enrich,91
truth,145.60538113973064,unaltered,enrich,91
pw,11.997533845175552,base,none,91
beale,12.191413788987125,base,none,91
rating,11.786035159384951,base,none,91
composite,12.08696161856642,base,none,91
truth,13.3181205652442,base,none,91
pw,11.591019494747444,storm,none,91
beale,12.238766948010195,storm,none,91
rating,12.979947909143752,storm,none,91
composite,12.794265170276129,storm,none,91
truth,13.290836820587346,storm,none,91
pw,11.894841074197574,unaltered,none,91
beale,12.190900710413766,unaltered,none,91
rating,11.994239667564957,unaltered,none,91
composite,12.155607473074232,unaltered,none,91
truth,13.278146870411208,unaltered,none,91
pw,13.363687074522796,base,chemostatic,91
beale,13.386777065236164,base,chemostatic,91
rating,13.454877488194105,base,chemostatic,91
composite,13.560784122731617,base,chemostatic,91
truth,13.3181205652442,base,chemostatic,91
pw,13.22936782721625,storm,chemostatic,91
beale,13.469535648895409,storm,chemostatic,91
rating,13.562508761737483,storm,chemostatic,91
composite,13.580954094434027,storm,chemostatic,91
truth,13.294404714569561,storm,chemostatic,91
pw,13.336862492350678,unaltered,chemostatic,91
beale,13.400744587453206,unaltered,chemostatic,91
rating,13.491189489246004,unaltered,chemostatic,91
composite,13.58934128140933,unaltered,chemostatic,91
truth,13.309084746181767,unaltered,chemostatic,91
pw,25.48091203170185,base,broken_dilution,90
beale,25.452783068935446,base,broken_dilution,90
rating,25.43514829156133,base,broken_dilution,90
composite,25.49602217710656,base,broken_dilution,90
truth,24.08061784942792,base,broken_dilution,90
pw,25.320418473253273,storm,broken_dilution,90
beale,25.129601559576493,storm,broken_dilution,90
rating,24.851505455807054,storm,broken_dilution,90
composite,24.88000739996373,storm,broken_dilution,90
truth,19.20946713613475,storm,broken_dilution,90
pw,25.43255906569857,unaltered,broken_dilution,90
beale,25.37673711870845,unaltered,broken_dilution,90
rating,25.295133282769996,unaltered,broken_dilution,90
composite,25.346166325367555,unaltered,broken_dilution,90
truth,23.103080911114233,unaltered,broken_dilution,90
pw,120.53329390696355,base,enrich,90
beale,121.76260062729794,base,enrich,90
rating,133.60391541717343,base,enrich,90
composite,135.95559159195838,base,enrich,90
truth,135.27916722532967,base,enrich,90
pw,124.96564496459966,storm,enrich,90
beale,128.5918637061097,storm,enrich,90
rating,165.82399811939106,storm,enrich,90
composite,171.07407894756636,storm,enrich,90
truth,180.60514673871936,storm,enrich,90
pw,122.13076079706025,unaltered,enrich,90
beale,123.71474260021505,unaltered,enrich,90
rating,143.09149532088307,unaltered,enrich,90
composite,146.1419984411325,unaltered,enrich,90
truth,145.67448851631707,unaltered,enrich,90
pw,13.810312215336241,base,none,90
beale,13.804788024040578,base,none,90
rating,14.190322414820836,base,none,90
composite,14.530858735126662,base,none,90
truth,13.322793386497745,base,none,90
pw,14.076285433548748,storm,none,90
beale,13.95634787182629,storm,none,90
rating,15.874099991804542,storm,none,90
composite,16.224009899585404,storm,none,90
truth,13.382997830929728,storm,none,90
pw,13.920931682440012,unaltered,none,90
beale,13.867451037264347,unaltered,none,90
rating,14.692039401176526,unaltered,none,90
composite,15.0467714064361,unaltered,none,90
truth,13.346760642226892,unaltered,none,90
pw,13.267303641896211,base,chemostatic,90
beale,13.28235782020088,base,chemostatic,90
rating,13.407203353745137,base,chemostatic,90
composite,13.38509255978387,base,chemostatic,90
truth,13.322793386497745,base,chemostatic,90
pw,13.279726354470757,storm,chemostatic,90
beale,13.282014631105135,storm,chemostatic,90
rating,13.80004407683609,storm,chemostatic,90
composite,13.671223941197198,storm,chemostatic,90
truth,13.292475309145455,storm,chemostatic,90
pw,13.272708700038665,unaltered,chemostatic,90
beale,13.281570459947211,unaltered,chemostatic,90
rating,13.494376342397786,unaltered,chemostatic,90
composite,13.451751135367267,unaltered,chemostatic,90
truth,13.31304448490323,unaltered,chemostatic,90
pw,25.370265140678093,base,broken_dilution,89
